Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Tilman, David 
Reich, Peter
Knope, Johannes
Wedin, David
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"","Exp","Year","Month","Plot","NumSp","SpNum","AbvBioAnnProd","noh020tot","Field","FieldPlot"
"73",120,1996,8,153,1,1,38.133,0.3534,1,"1 153"
"241",120,1997,8,153,1,1,65.2417,0.2808,1,"1 153"
"409",120,1998,8,153,1,1,69.6083,0.1104,1,"1 153"
"577",120,1999,8,153,1,1,18.7167,0.2173,1,"1 153"
"745",120,2000,8,153,1,1,47.8668,NA,1,"1 153"
"1081",120,2001,8,153,1,1,55.226,0.37505,1,"1 153"
"1249",120,2002,8,153,1,1,61.6142,0.0797,1,"1 153"
"1417",120,2003,8,153,1,1,47.1043,NA,1,"1 153"
"1585",120,2004,8,153,1,1,41.902,NA,1,"1 153"
"1753",120,2005,8,153,1,1,40.208,NA,1,"1 153"
"803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",120,1996,8,156,16,17,42.792,0.2196,1,"1 156"
"2421",120,1997,8,156,16,17,103.167,0.18,1,"1 156"
"410",120,1998,8,156,16,17,164.5,0.0159,1,"1 156"
"578",120,1999,8,156,16,17,135.449,0.0207,1,"1 156"
"746",120,2000,8,156,16,17,174.6,NA,1,"1 156"
"1082",120,2001,8,156,16,17,186.254,0.1188,1,"1 156"
"1250",120,2002,8,156,16,17,194.129,0,1,"1 156"
"1418",120,2003,8,156,16,17,168.229,NA,1,"1 156"
"1586",120,2004,8,156,16,17,179.039,NA,1,"1 156"
"1754",120,2005,8,156,16,17,238.543,NA,1,"1 156"
"814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",120,1996,8,157,2,2,8.583,0.2838,1,"1 157"
"243",120,1997,8,157,2,2,35.7585,0.149,1,"1 157"
"411",120,1998,8,157,2,2,60.275,0.125,1,"1 157"
"579",120,1999,8,157,2,2,17.5017,0.2081,1,"1 157"
"747",120,2000,8,157,2,2,54.2582,0.11125,1,"1 157"
"1083",120,2001,8,157,2,2,59.458,0.1957,1,"1 157"
"1251",120,2002,8,157,2,2,67.9562,0,1,"1 157"
"1419",120,2003,8,157,2,2,63.8,NA,1,"1 157"
"1587",120,2004,8,157,2,2,81.9712,NA,1,"1 157"
"1755",120,2005,8,157,2,2,59.075,NA,1,"1 157"
"825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",120,1996,8,160,16,17,52.833,0.1227,1,"1 160"
"244",120,1997,8,160,16,17,161.934,0.0432,1,"1 160"
"412",120,1998,8,160,16,17,148.008,0.0311,1,"1 160"
"580",120,1999,8,160,16,17,65.55,0,1,"1 160"
"7481",120,2000,8,160,16,17,105.283,0.0134,1,"1 160"
"1084",120,2001,8,160,16,17,150.552,0.13115,1,"1 160"
"1252",120,2002,8,160,16,17,167.133,0,1,"1 160"
"1420",120,2003,8,160,16,17,165.284,NA,1,"1 160"
"1588",120,2004,8,160,16,17,248.693,NA,1,"1 160"
"1756",120,2005,8,160,16,17,191.858,NA,1,"1 160"
"836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7710",120,1996,8,161,1,1,8.058,0.2619,1,"1 161"
"245",120,1997,8,161,1,1,13.5165,0.198,1,"1 161"
"413",120,1998,8,161,1,1,22.8417,0.151,1,"1 161"
"581",120,1999,8,161,1,1,33.3417,0.1497,1,"1 161"
"749",120,2000,8,161,1,1,122.218,NA,1,"1 161"
"1085",120,2001,8,161,1,1,41.0977,0.1583,1,"1 161"
"1253",120,2002,8,161,1,1,36.8978,0.0058,1,"1 161"
"1421",120,2003,8,161,1,1,53.0018,NA,1,"1 161"
"1589",120,2004,8,161,1,1,251.207,NA,1,"1 161"
"1757",120,2005,8,161,1,1,147.999,NA,1,"1 161"
"847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",120,1996,8,163,1,1,209.417,0.1765,1,"1 163"
"246",120,1997,8,163,1,1,119.958,0.1794,1,"1 163"
"414",120,1998,8,163,1,1,130.692,0.01,1,"1 163"
"582",120,1999,8,163,1,1,92.6917,0.0701,1,"1 163"
"750",120,2000,8,163,1,1,103.192,0.092,1,"1 163"
"1086",120,2001,8,163,1,1,107.779,0.1492,1,"1 163"
"1254",120,2002,8,163,1,1,103.682,0.029,1,"1 163"
"1422",120,2003,8,163,1,1,80.3038,NA,1,"1 163"
"1590",120,2004,8,163,1,1,73.6335,NA,1,"1 163"
"1758",120,2005,8,163,1,1,68.9,NA,1,"1 163"
"858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",120,1996,8,164,16,17,142.842,0.1738,1,"1 164"
"247",120,1997,8,164,16,17,233.683,0.2751,1,"1 164"
"415",120,1998,8,164,16,17,269.242,0.0119,1,"1 164"
"5831",120,1999,8,164,16,17,193.508,0.0165,1,"1 164"
"751",120,2000,8,164,16,17,277.075,NA,1,"1 164"
"1087",120,2001,8,164,16,17,225.166,0.0838,1,"1 164"
"1255",120,2002,8,164,16,17,272.499,0.0608,1,"1 164"
"1423",120,2003,8,164,16,17,288.1,NA,1,"1 164"
"1591",120,2004,8,164,16,17,366.947,NA,1,"1 164"
"1759",120,2005,8,164,16,17,284.032,NA,1,"1 164"
"869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",120,1996,8,165,2,2,77.592,0.171,1,"1 165"
"248",120,1997,8,165,2,2,175.3,0.2202,1,"1 165"
"416",120,1998,8,165,2,2,137.633,0.0082,1,"1 165"
"584",120,1999,8,165,2,2,69.1583,0.1988,1,"1 165"
"752",120,2000,8,165,2,2,112.204,0.0718,1,"1 165"
"1088",120,2001,8,165,2,2,81.5498,0.11455,1,"1 165"
"1256",120,2002,8,165,2,2,131.914,0.0357,1,"1 165"
"1424",120,2003,8,165,2,2,119.742,NA,1,"1 165"
"1592",120,2004,8,165,2,2,71.1905,NA,1,"1 165"
"1760",120,2005,8,165,2,2,96.877,NA,1,"1 165"
"880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",120,1996,8,167,1,1,18,0.1764,1,"1 167"
"249",120,1997,8,167,1,1,76.6085,0.2513,1,"1 167"
"417",120,1998,8,167,1,1,146.458,0.3113,1,"1 167"
"585",120,1999,8,167,1,1,155.867,0.2244,1,"1 167"
"753",120,2000,8,167,1,1,150.988,0.1317,1,"1 167"
"1089",120,2001,8,167,1,1,159.151,0.12365,1,"1 167"
"1257",120,2002,8,167,1,1,150.892,0.0396,1,"1 167"
"1425",120,2003,8,167,1,1,204.993,NA,1,"1 167"
"1593",120,2004,8,167,1,1,199.133,NA,1,"1 167"
"1761",120,2005,8,167,1,1,106.712,NA,1,"1 167"
"891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",120,1996,8,168,2,2,65.808,0.195,1,"1 168"
"250",120,1997,8,168,2,2,86.4,0.2875,1,"1 168"
"4181",120,1998,8,168,2,2,131.592,0.1302,1,"1 168"
"586",120,1999,8,168,2,2,93.9083,0.0594,1,"1 168"
"754",120,2000,8,168,2,2,156.238,0.0696,1,"1 168"
"1090",120,2001,8,168,2,2,108.996,0.08795,1,"1 168"
"1258",120,2002,8,168,2,2,186.325,0.0951,1,"1 168"
"1426",120,2003,8,168,2,2,138.254,NA,1,"1 168"
"1594",120,2004,8,168,2,2,140.729,NA,1,"1 168"
"1762",120,2005,8,168,2,2,85.21,NA,1,"1 168"
"902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",120,1996,8,169,16,17,95.434,0.1585,1,"1 169"
"251",120,1997,8,169,16,17,227.592,0.1731,1,"1 169"
"419",120,1998,8,169,16,17,274.95,0.3096,1,"1 169"
"587",120,1999,8,169,16,17,239.15,0.0821,1,"1 169"
"755",120,2000,8,169,16,17,317.846,0.0537,1,"1 169"
"1091",120,2001,8,169,16,17,366.096,0.13645,1,"1 169"
"1259",120,2002,8,169,16,17,361.628,0.1011,1,"1 169"
"1427",120,2003,8,169,16,17,497.73,NA,1,"1 169"
"1595",120,2004,8,169,16,17,472.983,NA,1,"1 169"
"1763",120,2005,8,169,16,17,391.165,NA,1,"1 169"
"913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",120,1996,8,170,8,10,128.4,0.3662,1,"1 170"
"252",120,1997,8,170,8,10,139.566,0.2019,1,"1 170"
"420",120,1998,8,170,8,10,229.492,0.2538,1,"1 170"
"588",120,1999,8,170,8,10,151.75,0.418,1,"1 170"
"756",120,2000,8,170,8,10,201.396,0.2665,1,"1 170"
"1092",120,2001,8,170,8,10,185.046,0.1457,1,"1 170"
"1260",120,2002,8,170,8,10,208.517,0.1846,1,"1 170"
"1428",120,2003,8,170,8,10,201.732,NA,1,"1 170"
"1596",120,2004,8,170,8,10,226.404,NA,1,"1 170"
"1764",120,2005,8,170,8,10,221.993,NA,1,"1 170"
"924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",120,1996,8,171,2,2,119.433,0.3105,1,"1 171"
"2531",120,1997,8,171,2,2,323.175,0.2814,1,"1 171"
"421",120,1998,8,171,2,2,315.192,0.1115,1,"1 171"
"589",120,1999,8,171,2,2,192.283,0.6699,1,"1 171"
"757",120,2000,8,171,2,2,249.054,0.2561,1,"1 171"
"1093",120,2001,8,171,2,2,208.973,0.33325,1,"1 171"
"1261",120,2002,8,171,2,2,213.088,0.262,1,"1 171"
"1429",120,2003,8,171,2,2,180.814,NA,1,"1 171"
"1597",120,2004,8,171,2,2,461.425,NA,1,"1 171"
"1765",120,2005,8,171,2,2,124.436,NA,1,"1 171"
"935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",120,1996,8,174,16,17,302.591,0.1794,1,"1 174"
"254",120,1997,8,174,16,17,349.85,0.2096,1,"1 174"
"422",120,1998,8,174,16,17,379.492,0.0203,1,"1 174"
"590",120,1999,8,174,16,17,332.658,0.2055,1,"1 174"
"758",120,2000,8,174,16,17,389.442,0.1601,1,"1 174"
"1094",120,2001,8,174,16,17,359.38,0.1553,1,"1 174"
"1262",120,2002,8,174,16,17,470.983,1.1352,1,"1 174"
"1430",120,2003,8,174,16,17,407.779,NA,1,"1 174"
"1598",120,2004,8,174,16,17,332.553,NA,1,"1 174"
"1766",120,2005,8,174,16,17,418.408,NA,1,"1 174"
"946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",120,1996,8,175,2,2,612.717,0.2231,1,"1 175"
"255",120,1997,8,175,2,2,408.325,0.121,1,"1 175"
"423",120,1998,8,175,2,2,369.292,0.2002,1,"1 175"
"591",120,1999,8,175,2,2,390.758,0.1525,1,"1 175"
"7591",120,2000,8,175,2,2,382.746,0.3282,1,"1 175"
"1095",120,2001,8,175,2,2,351.046,0.33965,1,"1 175"
"1263",120,2002,8,175,2,2,400.471,0.3272,1,"1 175"
"1431",120,2003,8,175,2,2,339.402,NA,1,"1 175"
"1599",120,2004,8,175,2,2,397.013,NA,1,"1 175"
"1767",120,2005,8,175,2,2,231.656,NA,1,"1 175"
"957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881",120,1996,8,176,4,4,169.908,0.2127,1,"1 176"
"256",120,1997,8,176,4,4,207.375,0.3676,1,"1 176"
"424",120,1998,8,176,4,4,231.117,0.0149,1,"1 176"
"592",120,1999,8,176,4,4,194.742,0.1837,1,"1 176"
"760",120,2000,8,176,4,4,201.525,0.2181,1,"1 176"
"1096",120,2001,8,176,4,4,211.97,0.16065,1,"1 176"
"1264",120,2002,8,176,4,4,195.157,0.1589,1,"1 176"
"1432",120,2003,8,176,4,4,135.344,NA,1,"1 176"
"1600",120,2004,8,176,4,4,204.024,NA,1,"1 176"
"1768",120,2005,8,176,4,4,211.004,NA,1,"1 176"
"968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",120,1996,8,177,8,9,197.1,0.145,1,"1 177"
"257",120,1997,8,177,8,9,188.033,0.1319,1,"1 177"
"425",120,1998,8,177,8,9,353.617,0.0869,1,"1 177"
"593",120,1999,8,177,8,9,257.233,0.0855,1,"1 177"
"761",120,2000,8,177,8,9,249.329,0.2576,1,"1 177"
"1097",120,2001,8,177,8,9,227.317,0.06905,1,"1 177"
"1265",120,2002,8,177,8,9,347.343,0.0673,1,"1 177"
"1433",120,2003,8,177,8,9,198.808,NA,1,"1 177"
"1601",120,2004,8,177,8,9,156.932,NA,1,"1 177"
"1769",120,2005,8,177,8,9,222.247,NA,1,"1 177"
"979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",120,1996,8,178,8,9,452.433,0.1584,1,"1 178"
"258",120,1997,8,178,8,9,547.141,0.0524,1,"1 178"
"426",120,1998,8,178,8,9,573.725,0.1163,1,"1 178"
"5941",120,1999,8,178,8,9,243.092,0.0483,1,"1 178"
"762",120,2000,8,178,8,9,351.108,0.0989,1,"1 178"
"1098",120,2001,8,178,8,9,279.543,0.54105,1,"1 178"
"1266",120,2002,8,178,8,9,300.541,0.0217,1,"1 178"
"1434",120,2003,8,178,8,9,314.599,NA,1,"1 178"
"1602",120,2004,8,178,8,9,273.012,NA,1,"1 178"
"1770",120,2005,8,178,8,9,296.669,NA,1,"1 178"
"990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",120,1996,8,185,1,1,22.433,0.2803,1,"1 185"
"259",120,1997,8,185,1,1,83.4167,0.5313,1,"1 185"
"427",120,1998,8,185,1,1,96.8333,0.7199,1,"1 185"
"595",120,1999,8,185,1,1,108.592,0.5584,1,"1 185"
"763",120,2000,8,185,1,1,168.975,0.6753,1,"1 185"
"1099",120,2001,8,185,1,1,175.52,0.2389,1,"1 185"
"1267",120,2002,8,185,1,1,190.831,0.1034,1,"1 185"
"1435",120,2003,8,185,1,1,128.457,NA,1,"1 185"
"1603",120,2004,8,185,1,1,97.1213,NA,1,"1 185"
"1771",120,2005,8,185,1,1,63.396,NA,1,"1 185"
"1001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",120,1996,8,186,16,17,280.567,0.0867,1,"1 186"
"260",120,1997,8,186,16,17,245.117,0.1755,1,"1 186"
"428",120,1998,8,186,16,17,258.192,0.0233,1,"1 186"
"596",120,1999,8,186,16,17,272.392,0,1,"1 186"
"764",120,2000,8,186,16,17,341.871,0.0286,1,"1 186"
"1100",120,2001,8,186,16,17,397.899,0.0781,1,"1 186"
"1268",120,2002,8,186,16,17,529.467,0.0788,1,"1 186"
"1436",120,2003,8,186,16,17,427.808,NA,1,"1 186"
"1604",120,2004,8,186,16,17,418.089,NA,1,"1 186"
"1772",120,2005,8,186,16,17,410.199,NA,1,"1 186"
"10121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",120,1996,8,189,2,2,141.883,0.1836,1,"1 189"
"261",120,1997,8,189,2,2,156.975,0.0525,1,"1 189"
"4291",120,1998,8,189,2,2,167.258,0.2239,1,"1 189"
"597",120,1999,8,189,2,2,191.417,0.2828,1,"1 189"
"765",120,2000,8,189,2,2,151.934,0.0987,1,"1 189"
"1101",120,2001,8,189,2,2,94.9333,0.18165,1,"1 189"
"1269",120,2002,8,189,2,2,114.423,0.0525,1,"1 189"
"1437",120,2003,8,189,2,2,102.685,NA,1,"1 189"
"1605",120,2004,8,189,2,2,89.8582,NA,1,"1 189"
"1773",120,2005,8,189,2,2,45.334,NA,1,"1 189"
"10231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",120,1996,8,190,4,4,408.592,0.4373,1,"1 190"
"262",120,1997,8,190,4,4,134.692,0.9975,1,"1 190"
"430",120,1998,8,190,4,4,292.617,0.8676,1,"1 190"
"598",120,1999,8,190,4,4,154.133,1.2834,1,"1 190"
"766",120,2000,8,190,4,4,250.41,0.3345,1,"1 190"
"1102",120,2001,8,190,4,4,241.799,0.27785,1,"1 190"
"1270",120,2002,8,190,4,4,273.379,0.147,1,"1 190"
"1438",120,2003,8,190,4,4,198.908,NA,1,"1 190"
"1606",120,2004,8,190,4,4,199.788,NA,1,"1 190"
"1774",120,2005,8,190,4,4,120.922,NA,1,"1 190"
"10341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",120,1996,8,193,2,2,247.692,0.2086,1,"1 193"
"263",120,1997,8,193,2,2,445.692,0.2914,1,"1 193"
"431",120,1998,8,193,2,2,345,0.1067,1,"1 193"
"599",120,1999,8,193,2,2,221.583,0.1291,1,"1 193"
"767",120,2000,8,193,2,2,347.267,NA,1,"1 193"
"1103",120,2001,8,193,2,2,348.826,0.24135,1,"1 193"
"1271",120,2002,8,193,2,2,551.724,0.2446,1,"1 193"
"1439",120,2003,8,193,2,2,424.291,NA,1,"1 193"
"1607",120,2004,8,193,2,2,491.65,NA,1,"1 193"
"1775",120,2005,8,193,2,2,478.133,NA,1,"1 193"
"10451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",120,1996,8,197,2,2,70.125,0.0962,1,"1 197"
"2641",120,1997,8,197,2,2,83.825,0.1867,1,"1 197"
"432",120,1998,8,197,2,2,219,0.1135,1,"1 197"
"600",120,1999,8,197,2,2,146.425,0.2421,1,"1 197"
"768",120,2000,8,197,2,2,186.292,NA,1,"1 197"
"1104",120,2001,8,197,2,2,156.367,0.23895,1,"1 197"
"1272",120,2002,8,197,2,2,192.047,0.0092,1,"1 197"
"1440",120,2003,8,197,2,2,131.652,NA,1,"1 197"
"1608",120,2004,8,197,2,2,131.497,NA,1,"1 197"
"1776",120,2005,8,197,1,2,188.168,NA,1,"1 197"
"10561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",120,1996,8,199,4,4,618.983,0.0902,1,"1 199"
"265",120,1997,8,199,4,4,346.475,0.1568,1,"1 199"
"433",120,1998,8,199,4,4,420.675,0.0501,1,"1 199"
"601",120,1999,8,199,4,4,334.6,0.0363,1,"1 199"
"769",120,2000,8,199,4,4,398.612,0.0517,1,"1 199"
"1105",120,2001,8,199,4,4,347.893,0.20355,1,"1 199"
"1273",120,2002,8,199,4,4,445.741,0.0542,1,"1 199"
"1441",120,2003,8,199,4,4,302.617,NA,1,"1 199"
"1609",120,2004,8,199,4,4,450.198,NA,1,"1 199"
"1777",120,2005,8,199,4,4,359.045,NA,1,"1 199"
"10671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",120,1996,8,201,4,4,339.55,0.2127,1,"1 201"
"266",120,1997,8,201,4,4,441.116,0.1388,1,"1 201"
"434",120,1998,8,201,4,4,433.442,0.0458,1,"1 201"
"602",120,1999,8,201,4,4,459.983,0.1303,1,"1 201"
"7701",120,2000,8,201,4,4,616.162,0.1029,1,"1 201"
"1106",120,2001,8,201,4,4,588.571,0.27495,1,"1 201"
"1274",120,2002,8,201,4,4,557.188,0.2271,1,"1 201"
"1442",120,2003,8,201,4,4,836.501,NA,1,"1 201"
"1610",120,2004,8,201,4,4,235.692,NA,1,"1 201"
"1778",120,2005,8,201,4,4,395.767,NA,1,"1 201"
"10781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991",120,1996,8,202,16,17,622.617,0.2091,1,"1 202"
"267",120,1997,8,202,16,17,490.342,0.063,1,"1 202"
"435",120,1998,8,202,16,17,571.058,0.0899,1,"1 202"
"603",120,1999,8,202,16,17,461.267,0.1605,1,"1 202"
"771",120,2000,8,202,16,17,555.842,NA,1,"1 202"
"1107",120,2001,8,202,16,17,511.5,0.11005,1,"1 202"
"1275",120,2002,8,202,16,17,600.179,0,1,"1 202"
"1443",120,2003,8,202,16,17,582.373,NA,1,"1 202"
"1611",120,2004,8,202,16,17,453.084,NA,1,"1 202"
"1779",120,2005,8,202,16,17,487.915,NA,1,"1 202"
"10891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",120,1996,8,205,1,1,29.559,0.2043,1,"1 205"
"268",120,1997,8,205,1,1,167.5,0.6477,1,"1 205"
"436",120,1998,8,205,1,1,170.267,0.3259,1,"1 205"
"604",120,1999,8,205,1,1,260.717,0.5618,1,"1 205"
"772",120,2000,8,205,1,1,244.6,0.1736,1,"1 205"
"1108",120,2001,8,205,1,1,194.741,0.3707,1,"1 205"
"1276",120,2002,8,205,1,1,114.212,0.3491,1,"1 205"
"1444",120,2003,8,205,1,1,158.746,NA,1,"1 205"
"1612",120,2004,8,205,1,1,129.346,NA,1,"1 205"
"1780",120,2005,8,205,1,1,116.396,NA,1,"1 205"
"11001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",120,1996,8,206,8,9,248.808,0.1773,1,"1 206"
"269",120,1997,8,206,8,9,303.3,0.1904,1,"1 206"
"437",120,1998,8,206,8,9,338.15,0.0384,1,"1 206"
"6051",120,1999,8,206,8,9,294.5,0.01,1,"1 206"
"773",120,2000,8,206,8,9,311.75,0.231,1,"1 206"
"1109",120,2001,8,206,8,9,387.178,0.13545,1,"1 206"
"1277",120,2002,8,206,8,9,513.141,0.1547,1,"1 206"
"1445",120,2003,8,206,8,9,480.746,NA,1,"1 206"
"1613",120,2004,8,206,8,9,387.713,NA,1,"1 206"
"1781",120,2005,8,206,8,9,401.555,NA,1,"1 206"
"1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",120,1996,8,208,8,8,249.725,0.2431,1,"1 208"
"270",120,1997,8,208,8,8,617.867,0.409,1,"1 208"
"438",120,1998,8,208,8,8,454.017,0.072,1,"1 208"
"606",120,1999,8,208,8,8,430.892,0.1876,1,"1 208"
"774",120,2000,8,208,8,8,384.596,0.1854,1,"1 208"
"1110",120,2001,8,208,8,8,289.593,0.37795,1,"1 208"
"1278",120,2002,8,208,8,8,586.309,0.5337,1,"1 208"
"1446",120,2003,8,208,8,8,528.408,NA,1,"1 208"
"1614",120,2004,8,208,8,8,461.171,NA,1,"1 208"
"1782",120,2005,8,208,8,8,405.252,NA,1,"1 208"
"1122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",120,1996,8,210,8,8,238.483,0.1769,1,"1 210"
"271",120,1997,8,210,8,8,244.95,0.078,1,"1 210"
"439",120,1998,8,210,8,8,322.625,0.0775,1,"1 210"
"607",120,1999,8,210,8,8,253.783,0.1598,1,"1 210"
"775",120,2000,8,210,8,8,397.817,0.1288,1,"1 210"
"11111",120,2001,8,210,8,8,311.654,0.25435,1,"1 210"
"1279",120,2002,8,210,8,8,511.119,0.1291,1,"1 210"
"1447",120,2003,8,210,8,8,372.137,NA,1,"1 210"
"1615",120,2004,8,210,8,8,353.038,NA,1,"1 210"
"1783",120,2005,8,210,8,8,245.154,NA,1,"1 210"
"1133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",120,1996,8,211,2,4,65.933,0.2474,1,"1 211"
"272",120,1997,8,211,2,4,93.95,0.5659,1,"1 211"
"4401",120,1998,8,211,2,4,612.108,0.35,1,"1 211"
"608",120,1999,8,211,2,4,262.15,0.024,1,"1 211"
"776",120,2000,8,211,2,4,304.791,0.166,1,"1 211"
"1112",120,2001,8,211,2,4,225.97,0.1483,1,"1 211"
"1280",120,2002,8,211,2,4,297.654,0.1296,1,"1 211"
"1448",120,2003,8,211,2,4,267.929,NA,1,"1 211"
"1616",120,2004,8,211,2,4,243.95,NA,1,"1 211"
"1784",120,2005,8,211,2,4,216.303,NA,1,"1 211"
"1144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",120,1996,8,213,8,9,105.992,0.1232,1,"1 213"
"273",120,1997,8,213,8,9,159.925,0.1096,1,"1 213"
"441",120,1998,8,213,8,9,178.95,0.1636,1,"1 213"
"609",120,1999,8,213,8,9,185.357,0.0083,1,"1 213"
"777",120,2000,8,213,8,9,204,NA,1,"1 213"
"1113",120,2001,8,213,8,9,212.729,0.1293,1,"1 213"
"1281",120,2002,8,213,8,9,276.947,0.1112,1,"1 213"
"1449",120,2003,8,213,8,9,277.917,NA,1,"1 213"
"1617",120,2004,8,213,8,9,174.963,NA,1,"1 213"
"1785",120,2005,8,213,8,9,222.439,NA,1,"1 213"
"1155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",120,1996,8,220,16,17,143.3,0.1248,1,"1 220"
"274",120,1997,8,220,16,17,151.358,0.1179,1,"1 220"
"442",120,1998,8,220,16,17,151.025,0.027,1,"1 220"
"610",120,1999,8,220,16,17,248.95,0.0539,1,"1 220"
"778",120,2000,8,220,16,17,250.792,0.04335,1,"1 220"
"1114",120,2001,8,220,16,17,224.563,0.12505,1,"1 220"
"1282",120,2002,8,220,16,17,372.862,0.1518,1,"1 220"
"1450",120,2003,8,220,16,17,375.508,NA,1,"1 220"
"1618",120,2004,8,220,16,17,310.491,NA,1,"1 220"
"1786",120,2005,8,220,16,17,277.119,NA,1,"1 220"
"1166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",120,1996,8,221,2,2,9.858,0.2699,1,"1 221"
"2751",120,1997,8,221,2,2,6.6415,0.7165,1,"1 221"
"443",120,1998,8,221,2,2,30,0.3891,1,"1 221"
"611",120,1999,8,221,2,2,6.08333,0.2766,1,"1 221"
"779",120,2000,8,221,2,2,46.1505,0.0253,1,"1 221"
"1115",120,2001,8,221,2,2,215.027,0.08665,1,"1 221"
"1283",120,2002,8,221,2,2,137.644,0.0273,1,"1 221"
"1451",120,2003,8,221,2,2,369.146,NA,1,"1 221"
"1619",120,2004,8,221,2,2,203.366,NA,1,"1 221"
"1787",120,2005,8,221,2,2,237.218,NA,1,"1 221"
"11771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",120,1996,8,223,4,4,55.392,0.1194,1,"1 223"
"276",120,1997,8,223,4,4,95.725,0.1336,1,"1 223"
"444",120,1998,8,223,4,4,106.2,0.1217,1,"1 223"
"612",120,1999,8,223,4,4,80.0833,0.1178,1,"1 223"
"780",120,2000,8,223,4,4,183.825,0.0578,1,"1 223"
"1116",120,2001,8,223,4,4,313.962,0.07965,1,"1 223"
"1284",120,2002,8,223,4,4,158.009,0.0435,1,"1 223"
"1452",120,2003,8,223,4,4,159.404,NA,1,"1 223"
"1620",120,2004,8,223,4,4,247.48,NA,1,"1 223"
"1788",120,2005,8,223,4,4,97.199,NA,1,"1 223"
"11881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",120,1996,8,224,2,2,118.533,0.0701,1,"1 224"
"277",120,1997,8,224,2,2,110.775,0.0174,1,"1 224"
"445",120,1998,8,224,2,2,113.308,0.0037,1,"1 224"
"613",120,1999,8,224,2,2,98.7917,0.0036,1,"1 224"
"7811",120,2000,8,224,2,2,123.042,0.0087,1,"1 224"
"1117",120,2001,8,224,2,2,128.683,0.0604,1,"1 224"
"1285",120,2002,8,224,2,2,143.256,0.0306,1,"1 224"
"1453",120,2003,8,224,2,2,84.0393,NA,1,"1 224"
"1621",120,2004,8,224,2,2,74.939,NA,1,"1 224"
