Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Wedin, David
Tilman, David 
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"monoculture","litbiomass","year","plot","subplot","abvbiomass","totaln","exp","yearest","nlevel","plotsubplot","Field","FieldPlot"
"Agrostis scabra",62.5,1992,7,10,269.25,0.105,"e026",1985,3,"7 10",1,"1 7 10"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",22.61072,1986,7,14,206.06061,0.110212,"e026",1985,3,"7 14",1,"1 7 14"
"Agrostis scabra",196.62006,1987,7,14,355.24475,0.110212,"e026",1985,3,"7 14",1,"1 7 14"
"Agrostis scabra",398,1988,7,14,404.5,0.110212,"e026",1985,3,"7 14",1,"1 7 14"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",389.75,1990,7,14,277.5,0.110212,"e026",1985,3,"7 14",1,"1 7 14"
"Agrostis scabra",361.25,1991,7,14,128.25,0.110212,"e026",1985,3,"7 14",1,"1 7 14"
"Agrostis scabra",734.75,1992,7,14,399.25,0.110212,"e026",1985,3,"7 14",1,"1 7 14"
"Agrostis scabra",471,1993,7,14,214.75,0.110212,"e026",1985,3,"7 14",1,"1 7 14"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,7,2,363.86945,0.102661,"e026",1985,3,"7 2",1,"1 7 2"
"Agrostis scabra",0,1987,7,2,655.8042,0.102661,"e026",1985,3,"7 2",1,"1 7 2"
"Agrostis scabra",172.47501,1988,7,2,9.65,0.102661,"e026",1985,3,"7 2",1,"1 7 2"
"Agrostis scabra",67.5,1989,7,2,436,0.102661,"e026",1985,3,"7 2",1,"1 7 2"
"Agrostis scabra",76.5,1990,7,2,122.45,0.102661,"e026",1985,3,"7 2",1,"1 7 2"
"Agrostis scabra",274.25,1991,7,2,74,0.102661,"e026",1985,3,"7 2",1,"1 7 2"
"Agrostis scabra",123.75,1992,7,2,9,0.102661,"e026",1985,3,"7 2",1,"1 7 2"
"Agrostis scabra",31.25,1993,7,2,157.75,0.102661,"e026",1985,3,"7 2",1,"1 7 2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,7,38,292.79721,0.108083,"e026",1985,3,"7 38",1,"1 7 38"
"Agrostis scabra",0,1987,7,38,459.46387,0.108083,"e026",1985,3,"7 38",1,"1 7 38"
"Agrostis scabra",179,1988,7,38,73.5,0.108083,"e026",1985,3,"7 38",1,"1 7 38"
"Agrostis scabra",3.5,1989,7,38,3.75,0.108083,"e026",1985,3,"7 38",1,"1 7 38"
"Agrostis scabra",195.25,1990,7,38,112.175,0.108083,"e026",1985,3,"7 38",1,"1 7 38"
"Agrostis scabra",208.25,1991,7,38,62,0.108083,"e026",1985,3,"7 38",1,"1 7 38"
"Agrostis scabra",371.75,1992,7,38,9.5,0.108083,"e026",1985,3,"7 38",1,"1 7 38"
"Agrostis scabra",90.75,1993,7,38,22.25,0.108083,"e026",1985,3,"7 38",1,"1 7 38"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",6.66667,1986,7,4,315.61771,0.12746801,"e026",1985,3,"7 4",1,"1 7 4"
"Agrostis scabra",0,1987,7,4,561.53845,0.12746801,"e026",1985,3,"7 4",1,"1 7 4"
"Agrostis scabra",126.35,1988,7,4,4.775,0.12746801,"e026",1985,3,"7 4",1,"1 7 4"
"Agrostis scabra",1.75,1989,7,4,10.5,0.12746801,"e026",1985,3,"7 4",1,"1 7 4"
"Agrostis scabra",108.525,1990,7,4,29.65,0.12746801,"e026",1985,3,"7 4",1,"1 7 4"
"Agrostis scabra",33.25,1991,7,4,91.75,0.12746801,"e026",1985,3,"7 4",1,"1 7 4"
"Agrostis scabra",64,1992,7,4,124.75,0.127468,"e026",1985,3,"7 4",1,"1 7 4"
"Agrostis scabra",160.25,1993,7,4,219.75,0.127468,"e026",1985,3,"7 4",1,"1 7 4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,7,46,365.73428,0.106879,"e026",1985,3,"7 46",1,"1 7 46"
"Agrostis scabra",0,1987,7,46,506.52682,0.106879,"e026",1985,3,"7 46",1,"1 7 46"
"Agrostis scabra",158.75,1988,7,46,16,0.106879,"e026",1985,3,"7 46",1,"1 7 46"
"Agrostis scabra",8.75,1989,7,46,91.5,0.106879,"e026",1985,3,"7 46",1,"1 7 46"
"Agrostis scabra",99.5,1990,7,46,143.5,0.106879,"e026",1985,3,"7 46",1,"1 7 46"
"Agrostis scabra",319.75,1991,7,46,207.25,0.106879,"e026",1985,3,"7 46",1,"1 7 46"
"Agrostis scabra",75.23,1992,7,46,83.41,0.106879,"e026",1985,3,"7 46",1,"1 7 46"
"Agrostis scabra",162.5,1993,7,46,77.5,0.106879,"e026",1985,3,"7 46",1,"1 7 46"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,7,48,426.50351,0.113625,"e026",1985,3,"7 48",1,"1 7 48"
"Agrostis scabra",0,1987,7,48,384.14917,0.113625,"e026",1985,3,"7 48",1,"1 7 48"
"Agrostis scabra",56.25,1988,7,48,53,0.113625,"e026",1985,3,"7 48",1,"1 7 48"
"Agrostis scabra",31.75,1989,7,48,327,0.113625,"e026",1985,3,"7 48",1,"1 7 48"
"Agrostis scabra",43.75,1990,7,48,301.5,0.113625,"e026",1985,3,"7 48",1,"1 7 48"
"Agrostis scabra",217,1991,7,48,148.75,0.113625,"e026",1985,3,"7 48",1,"1 7 48"
"Agrostis scabra",4.75,1992,7,48,72,0.113625,"e026",1985,3,"7 48",1,"1 7 48"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0.88578,1986,8,13,130.51282,0.063916,"e026",1985,2,"8 13",1,"1 8 13"
"Agrostis scabra",0,1987,8,13,200.83916,0.063916,"e026",1985,2,"8 13",1,"1 8 13"
"Agrostis scabra",10.775,1988,8,13,113.075,0.063916,"e026",1985,2,"8 13",1,"1 8 13"
"Agrostis scabra",23,1989,8,13,108,0.063916,"e026",1985,2,"8 13",1,"1 8 13"
"Agrostis scabra",49.5,1990,8,13,184.5,0.063916,"e026",1985,2,"8 13",1,"1 8 13"
"Agrostis scabra",161.75,1991,8,13,66,0.063916,"e026",1985,2,"8 13",1,"1 8 13"
"Agrostis scabra",26,1992,8,13,156,0.063916,"e026",1985,2,"8 13",1,"1 8 13"
"Agrostis scabra",136.25,1993,8,13,342.5,0.063916,"e026",1985,2,"8 13",1,"1 8 13"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,8,14,124.56876,0.049977,"e026",1985,2,"8 14",1,"1 8 14"
"Agrostis scabra",0,1987,8,14,252.98367,0.049977,"e026",1985,2,"8 14",1,"1 8 14"
"Agrostis scabra",75.75,1988,8,14,189.25,0.049977,"e026",1985,2,"8 14",1,"1 8 14"
"Agrostis scabra",18.75,1989,8,14,23.25,0.049977,"e026",1985,2,"8 14",1,"1 8 14"
"Agrostis scabra",69.75,1990,8,14,189.5,0.049977,"e026",1985,2,"8 14",1,"1 8 14"
"Agrostis scabra",38.25,1991,8,14,9.5,0.049977,"e026",1985,2,"8 14",1,"1 8 14"
"Agrostis scabra",5.5,1992,8,14,72.25,0.049977,"e026",1985,2,"8 14",1,"1 8 14"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",1.72494,1986,8,15,131.74825,0.054799,"e026",1985,2,"8 15",1,"1 8 15"
"Agrostis scabra",0,1987,8,15,211.65501,0.054799,"e026",1985,2,"8 15",1,"1 8 15"
"Agrostis scabra",82.25,1988,8,15,45.5,0.054799,"e026",1985,2,"8 15",1,"1 8 15"
"Agrostis scabra",170.25,1989,8,15,193.75,0.054799,"e026",1985,2,"8 15",1,"1 8 15"
"Agrostis scabra",35.225,1990,8,15,58.65,0.054799,"e026",1985,2,"8 15",1,"1 8 15"
"Agrostis scabra",69.5,1991,8,15,109.75,0.054799,"e026",1985,2,"8 15",1,"1 8 15"
"Agrostis scabra",115.25,1992,8,15,85.5,0.054799,"e026",1985,2,"8 15",1,"1 8 15"
"Agrostis scabra",29.25,1993,8,15,106.5,0.054799,"e026",1985,2,"8 15",1,"1 8 15"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",1.42191,1986,8,16,158.81119,0.049421,"e026",1985,2,"8 16",1,"1 8 16"
"Agrostis scabra",0,1987,8,16,459.37064,0.049421,"e026",1985,2,"8 16",1,"1 8 16"
"Agrostis scabra",35,1988,8,16,80,0.049421,"e026",1985,2,"8 16",1,"1 8 16"
"Agrostis scabra",171,1989,8,16,206,0.049421,"e026",1985,2,"8 16",1,"1 8 16"
"Agrostis scabra",18.5,1990,8,16,37.5,0.049421,"e026",1985,2,"8 16",1,"1 8 16"
"Agrostis scabra",65.5,1991,8,16,142.25,0.049421,"e026",1985,2,"8 16",1,"1 8 16"
"Agrostis scabra",89.5,1992,8,16,138.75,0.049421,"e026",1985,2,"8 16",1,"1 8 16"
"Agrostis scabra",52.75,1993,8,16,94.25,0.049421,"e026",1985,2,"8 16",1,"1 8 16"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",7.92541,1986,8,22,63.10023,0.046308,"e026",1985,2,"8 22",1,"1 8 22"
"Agrostis scabra",89.20746,1987,8,22,73.10023,0.046308,"e026",1985,2,"8 22",1,"1 8 22"
"Agrostis scabra",133.5,1988,8,22,101,0.046308,"e026",1985,2,"8 22",1,"1 8 22"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",53.5,1990,8,22,69.25,0.046308,"e026",1985,2,"8 22",1,"1 8 22"
"Agrostis scabra",41.75,1991,8,22,70.5,0.046308,"e026",1985,2,"8 22",1,"1 8 22"
"Agrostis scabra",10.25,1992,8,22,75.5,0.046308,"e026",1985,2,"8 22",1,"1 8 22"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",7.92541,1986,8,38,97.92541,0.051331,"e026",1985,2,"8 38",1,"1 8 38"
"Agrostis scabra",98.41492,1987,8,38,149.65034,0.051331,"e026",1985,2,"8 38",1,"1 8 38"
"Agrostis scabra",70.25,1988,8,38,106.5,0.051331,"e026",1985,2,"8 38",1,"1 8 38"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",111.5,1990,8,38,118,0.051331,"e026",1985,2,"8 38",1,"1 8 38"
"Agrostis scabra",67.75,1991,8,38,78,0.051331,"e026",1985,2,"8 38",1,"1 8 38"
"Agrostis scabra",152.25,1992,8,38,116.5,0.051331,"e026",1985,2,"8 38",1,"1 8 38"
"Agrostis scabra",104.5,1993,8,38,63.75,0.051331,"e026",1985,2,"8 38",1,"1 8 38"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,8,48,148.69464,0.049787,"e026",1985,2,"8 48",1,"1 8 48"
"Agrostis scabra",0,1987,8,48,169.51048,0.049787,"e026",1985,2,"8 48",1,"1 8 48"
"Agrostis scabra",25.5,1988,8,48,93.65,0.049787,"e026",1985,2,"8 48",1,"1 8 48"
"Agrostis scabra",67.5,1989,8,48,173.5,0.049787,"e026",1985,2,"8 48",1,"1 8 48"
"Agrostis scabra",70.75,1990,8,48,144.675,0.049787,"e026",1985,2,"8 48",1,"1 8 48"
"Agrostis scabra",19,1991,8,48,113.5,0.049787,"e026",1985,2,"8 48",1,"1 8 48"
"Agrostis scabra",4.75,1992,8,48,58.5,0.049787,"e026",1985,2,"8 48",1,"1 8 48"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0.30303,1986,8,63,111.53846,0.047393,"e026",1985,2,"8 63",1,"1 8 63"
"Agrostis scabra",0,1987,8,63,181.93472,0.047393,"e026",1985,2,"8 63",1,"1 8 63"
"Agrostis scabra",24.4,1988,8,63,154.22501,0.047393,"e026",1985,2,"8 63",1,"1 8 63"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",53.25,1990,8,63,174.25,0.047393,"e026",1985,2,"8 63",1,"1 8 63"
"Agrostis scabra",73.75,1991,8,63,126.25,0.047393,"e026",1985,2,"8 63",1,"1 8 63"
"Agrostis scabra",90.5,1992,8,63,37.5,0.047393,"e026",1985,2,"8 63",1,"1 8 63"
"Agrostis scabra",16.25,1993,8,63,25.75,0.047393,"e026",1985,2,"8 63",1,"1 8 63"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",3.75291,1986,9,11,78.15851,0.040812,"e026",1985,2,"9 11",1,"1 9 11"
"Agrostis scabra",90.95571,1987,9,11,98.01865,0.040812,"e026",1985,2,"9 11",1,"1 9 11"
"Agrostis scabra",84,1988,9,11,80,0.040812,"e026",1985,2,"9 11",1,"1 9 11"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",163.5,1990,9,11,80.5,0.040812,"e026",1985,2,"9 11",1,"1 9 11"
"Agrostis scabra",47.25,1991,9,11,46.5,0.040812,"e026",1985,2,"9 11",1,"1 9 11"
"Agrostis scabra",32.5,1992,9,11,55.75,0.040812,"e026",1985,2,"9 11",1,"1 9 11"
"Agrostis scabra",49.25,1993,9,11,100.75,0.040812,"e026",1985,2,"9 11",1,"1 9 11"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,9,17,61.53846,0.035981,"e026",1985,2,"9 17",1,"1 9 17"
"Agrostis scabra",0,1987,9,17,95.8042,0.035981,"e026",1985,2,"9 17",1,"1 9 17"
"Agrostis scabra",32,1988,9,17,55.25,0.035981,"e026",1985,2,"9 17",1,"1 9 17"
"Agrostis scabra",2.5,1989,9,17,84,0.035981,"e026",1985,2,"9 17",1,"1 9 17"
"Agrostis scabra",25.75,1990,9,17,30.5,0.035981,"e026",1985,2,"9 17",1,"1 9 17"
"Agrostis scabra",25.25,1991,9,17,84.5,0.035981,"e026",1985,2,"9 17",1,"1 9 17"
"Agrostis scabra",18.5,1992,9,17,8.25,0.035981,"e026",1985,2,"9 17",1,"1 9 17"
"Agrostis scabra",20,1993,9,17,86.25,0.035981,"e026",1985,2,"9 17",1,"1 9 17"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",1.70163,1986,9,18,84.56876,0.039684,"e026",1985,2,"9 18",1,"1 9 18"
"Agrostis scabra",0,1987,9,18,134.98834,0.039684,"e026",1985,2,"9 18",1,"1 9 18"
"Agrostis scabra",104.25,1988,9,18,111.75,0.039684,"e026",1985,2,"9 18",1,"1 9 18"
"Agrostis scabra",15.25,1989,9,18,154.5,0.039684,"e026",1985,2,"9 18",1,"1 9 18"
"Agrostis scabra",38,1990,9,18,78,0.039684,"e026",1985,2,"9 18",1,"1 9 18"
"Agrostis scabra",57.75,1991,9,18,43.75,0.039684,"e026",1985,2,"9 18",1,"1 9 18"
"Agrostis scabra",86.75,1992,9,18,59.5,0.039684,"e026",1985,2,"9 18",1,"1 9 18"
"Agrostis scabra",6.5,1993,9,18,54,0.039684,"e026",1985,2,"9 18",1,"1 9 18"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,9,20,87.24942,0.037171,"e026",1985,2,"9 20",1,"1 9 20"
"Agrostis scabra",0,1987,9,20,109.34732,0.037171,"e026",1985,2,"9 20",1,"1 9 20"
"Agrostis scabra",65,1988,9,20,63.25,0.037171,"e026",1985,2,"9 20",1,"1 9 20"
"Agrostis scabra",39.25,1989,9,20,144.75,0.037171,"e026",1985,2,"9 20",1,"1 9 20"
"Agrostis scabra",119,1990,9,20,166,0.037171,"e026",1985,2,"9 20",1,"1 9 20"
"Agrostis scabra",10.25,1991,9,20,140.25,0.037171,"e026",1985,2,"9 20",1,"1 9 20"
"Agrostis scabra",7.5,1992,9,20,115.75,0.037171,"e026",1985,2,"9 20",1,"1 9 20"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,9,27,70.25641,0.038045,"e026",1985,2,"9 27",1,"1 9 27"
"Agrostis scabra",0,1987,9,27,181.86481,0.038045,"e026",1985,2,"9 27",1,"1 9 27"
"Agrostis scabra",42.5,1988,9,27,81,0.038045,"e026",1985,2,"9 27",1,"1 9 27"
"Agrostis scabra",20,1989,9,27,75.25,0.038045,"e026",1985,2,"9 27",1,"1 9 27"
"Agrostis scabra",40.5,1990,9,27,68,0.038045,"e026",1985,2,"9 27",1,"1 9 27"
"Agrostis scabra",17.75,1991,9,27,36.75,0.038045,"e026",1985,2,"9 27",1,"1 9 27"
"Agrostis scabra",109.75,1992,9,27,94.25,0.038045,"e026",1985,2,"9 27",1,"1 9 27"
"Agrostis scabra",10.25,1993,9,27,9.75,0.038045,"e026",1985,2,"9 27",1,"1 9 27"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",1.37529,1986,9,28,53.9627,0.035548,"e026",1985,2,"9 28",1,"1 9 28"
"Agrostis scabra",0,1987,9,28,112.16783,0.035548,"e026",1985,2,"9 28",1,"1 9 28"
"Agrostis scabra",47.625,1988,9,28,141.55,0.035548,"e026",1985,2,"9 28",1,"1 9 28"
"Agrostis scabra",43.25,1989,9,28,128.75,0.035548,"e026",1985,2,"9 28",1,"1 9 28"
"Agrostis scabra",83.75,1990,9,28,125.75,0.035548,"e026",1985,2,"9 28",1,"1 9 28"
"Agrostis scabra",583,1991,9,28,129.5,0.035548,"e026",1985,2,"9 28",1,"1 9 28"
"Agrostis scabra",19.5,1992,9,28,218.5,0.035548,"e026",1985,2,"9 28",1,"1 9 28"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,9,53,67.36597,0.039693,"e026",1985,2,"9 53",1,"1 9 53"
"Agrostis scabra",0,1987,9,53,77.9021,0.039693,"e026",1985,2,"9 53",1,"1 9 53"
"Agrostis scabra",6.95,1988,9,53,41.025,0.039693,"e026",1985,2,"9 53",1,"1 9 53"
"Agrostis scabra",2.25,1989,9,53,139.5,0.039693,"e026",1985,2,"9 53",1,"1 9 53"
"Agrostis scabra",68.25,1990,9,53,160.5,0.039693,"e026",1985,2,"9 53",1,"1 9 53"
"Agrostis scabra",48.75,1991,9,53,146.75,0.039693,"e026",1985,2,"9 53",1,"1 9 53"
"Agrostis scabra",11.75,1992,9,53,114.75,0.039693,"e026",1985,2,"9 53",1,"1 9 53"
"Agrostis scabra",47.25,1993,9,53,56.5,0.039693,"e026",1985,2,"9 53",1,"1 9 53"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,9,56,102.54079,0.041359,"e026",1985,2,"9 56",1,"1 9 56"
"Agrostis scabra",82.63403,1987,9,56,93.91608,0.041359,"e026",1985,2,"9 56",1,"1 9 56"
"Agrostis scabra",237.95,1988,9,56,140.625,0.041359,"e026",1985,2,"9 56",1,"1 9 56"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",129.25,1990,9,56,97.75,0.041359,"e026",1985,2,"9 56",1,"1 9 56"
"Agrostis scabra",158,1991,9,56,102,0.041359,"e026",1985,2,"9 56",1,"1 9 56"
"Agrostis scabra",17.5,1992,9,56,93.5,0.041359,"e026",1985,2,"9 56",1,"1 9 56"
