Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Tilman, David 
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"index","Exp","Year","Field","Plot","NTrt","NAdd","NitrAdd","NAtm.NAdd","fg","isspecies","richness","Agropyron repens","Schizachyrium scoparium","Miscellaneous litter","Ncat","FieldPlot"
"39 B 1998",1,1998,"B",39,8,27.2,80,28.2,"C3",1,2,156.7,0,812.73,3,"B 39"
"39 B 1999",1,1999,"B",39,8,27.2,80,28.2,"C3",1,3,262.97,0,791.09,3,"B 39"
"39 B 2000",1,2000,"B",39,8,27.2,80,28.2,"C3",1,2,170.93,0,183.93,3,"B 39"
"39 B 2001",1,2001,"B",39,8,27.2,80,28.2,"C3",1,2,231.12,0,842.9,3,"B 39"
"39 B 2002",1,2002,"B",39,8,27.2,80,28.2,"C3",1,2,363.07,0,480.47,3,"B 39"
"39 B 2003",1,2003,"B",39,8,27.2,80,28.2,"C3",1,2,205.63,0,767.53,3,"B 39"
"39 B 2004",1,2004,"B",39,8,27.2,80,28.2,"C3",1,1,230.27,0,406.6,3,"B 39"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39 B 2008",1,2008,"B",39,8,27.2,80,28.2,"C3",1,2,137.65,0,0,3,"B 39"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42 B 1982",1,1982,"B",42,7,17,50,18,"C4",1,11,0,195.37,315.73,3,"B 42"
"42 B 1983",1,1983,"B",42,7,17,50,18,"F",1,8,0,317.83,365.5,3,"B 42"
"42 B 1984",1,1984,"B",42,7,17,50,18,"F",1,6,0,278.73,610.4,3,"B 42"
"42 B 1985",1,1985,"B",42,7,17,50,18,"F",1,7,0.527,79.967,1073.2,3,"B 42"
"42 B 1986",1,1986,"B",42,7,17,50,18,"C3",1,6,0,313.53,1407.2,3,"B 42"
"42 B 1987",1,1987,"B",42,7,17,50,18,"F",1,8,108.9,249.73,2209.3,3,"B 42"
"42 B 1988",1,1988,"B",42,7,17,50,18,"F",1,3,39.667,82.667,1126,3,"B 42"
"42 B 1989",1,1989,"B",42,7,17,50,18,"C4",1,3,392.3,6.133,407.7,3,"B 42"
"42 B 1990",1,1990,"B",42,7,17,50,18,"C3",1,3,185.47,15.733,741.6,3,"B 42"
"42 B 1991",1,1991,"B",42,7,17,50,18,"C4",1,6,404.77,0.07,761.03,3,"B 42"
"42 B 1992",1,1992,"B",42,7,17,50,18,"C4",1,4,240.83,3.623,534.03,3,"B 42"
"42 B 1993",1,1993,"B",42,7,17,50,18,"C4",1,4,374.23,0.567,714.7,3,"B 42"
"42 B 1994",1,1994,"B",42,7,17,50,18,"O",1,5,241.97,0,494.57,3,"B 42"
"42 B 1995",1,1995,"B",42,7,17,50,18,"C4",1,4,250.47,1.467,357,3,"B 42"
"42 B 1996",1,1996,"B",42,7,17,50,18,"",0,4,387.47,0.413,470.83,3,"B 42"
"42 B 1997",1,1997,"B",42,7,17,50,18,"F",1,4,258.4,0,113.63,3,"B 42"
"42 B 1998",1,1998,"B",42,7,17,50,18,"C3",1,3,276.87,0,661.13,3,"B 42"
"42 B 1999",1,1999,"B",42,7,17,50,18,"F",1,3,245.79,0,1117.2,3,"B 42"
"42 B 2000",1,2000,"B",42,7,17,50,18,"C3",1,2,125.27,0,582.67,3,"B 42"
"42 B 2001",1,2001,"B",42,7,17,50,18,"C3",1,2,431.2,0,574,3,"B 42"
"42 B 2002",1,2002,"B",42,7,17,50,18,"C3",1,2,196.7,0,1019.7,3,"B 42"
"42 B 2003",1,2003,"B",42,7,17,50,18,"C4",1,2,121.57,13.6,1520.8,3,"B 42"
"42 B 2004",1,2004,"B",42,7,17,50,18,"F",1,3,143.93,0,615,3,"B 42"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42 B 2008",1,2008,"B",42,7,17,50,18,"C3",1,2,111.82,0,0,3,"B 42"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44 B 1982",1,1982,"B",44,8,27.2,80,28.2,"F",1,17,0,277.8,522,3,"B 44"
"44 B 1983",1,1983,"B",44,8,27.2,80,28.2,"C3",1,7,0,162.77,282.7,3,"B 44"
"44 B 1984",1,1984,"B",44,8,27.2,80,28.2,"F",1,7,0,64.533,304.57,3,"B 44"
"44 B 1985",1,1985,"B",44,8,27.2,80,28.2,"F",1,10,0,131.53,1448.3,3,"B 44"
"44 B 1986",1,1986,"B",44,8,27.2,80,28.2,"F",1,8,0,121.13,968.47,3,"B 44"
"44 B 1987",1,1987,"B",44,8,27.2,80,28.2,"F",1,7,119.67,240.67,1281.4,3,"B 44"
"44 B 1988",1,1988,"B",44,8,27.2,80,28.2,"C3",1,6,0,47.067,868.13,3,"B 44"
"44 B 1989",1,1989,"B",44,8,27.2,80,28.2,"C4",1,7,534.07,0,415.57,3,"B 44"
"44 B 1990",1,1990,"B",44,8,27.2,80,28.2,"F",1,5,1.9,0.633,514.03,3,"B 44"
"44 B 1991",1,1991,"B",44,8,27.2,80,28.2,"C3",1,4,270.83,9.767,499.17,3,"B 44"
"44 B 1992",1,1992,"B",44,8,27.2,80,28.2,"C4",1,8,113.37,0,216.43,3,"B 44"
"44 B 1993",1,1993,"B",44,8,27.2,80,28.2,"F",1,9,159.87,0,327.93,3,"B 44"
"44 B 1994",1,1994,"B",44,8,27.2,80,28.2,"F",1,2,335.77,0,312.77,3,"B 44"
"44 B 1995",1,1995,"B",44,8,27.2,80,28.2,"F",1,4,547.33,0.181,46.933,3,"B 44"
"44 B 1996",1,1996,"B",44,8,27.2,80,28.2,"C3",1,2,389.27,0,427.03,3,"B 44"
"44 B 1997",1,1997,"B",44,8,27.2,80,28.2,"C3",1,2,313.73,0,555.03,3,"B 44"
"44 B 1998",1,1998,"B",44,8,27.2,80,28.2,"C3",1,1,436.53,0,880.4,3,"B 44"
"44 B 1999",1,1999,"B",44,8,27.2,80,28.2,"C3",1,1,160.55,0,622.37,3,"B 44"
"44 B 2000",1,2000,"B",44,8,27.2,80,28.2,"C3",1,2,185.33,0,150.77,3,"B 44"
"44 B 2001",1,2001,"B",44,8,27.2,80,28.2,"",0,1,538,0,62.167,3,"B 44"
"44 B 2002",1,2002,"B",44,8,27.2,80,28.2,"C3",1,3,248.73,0,417.37,3,"B 44"
"44 B 2003",1,2003,"B",44,8,27.2,80,28.2,"F",1,2,38.133,0,872.67,3,"B 44"
"44 B 2004",1,2004,"B",44,8,27.2,80,28.2,"C3",1,4,236.14,0,281.29,3,"B 44"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44 B 2008",1,2008,"B",44,8,27.2,80,28.2,"C3",1,3,80.3,0,0,3,"B 44"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47 B 1982",1,1982,"B",47,8,27.2,80,28.2,"C4",1,14,1.933,218.03,181.3,3,"B 47"
"47 B 1983",1,1983,"B",47,8,27.2,80,28.2,"F",1,8,0.7,185.43,281.7,3,"B 47"
"47 B 1984",1,1984,"B",47,8,27.2,80,28.2,"F",1,8,4.977,127.5,322.53,3,"B 47"
"47 B 1985",1,1985,"B",47,8,27.2,80,28.2,"F",1,4,331.07,98.3,625.3,3,"B 47"
"47 B 1986",1,1986,"B",47,8,27.2,80,28.2,"C3",1,7,337.1,47.067,688.67,3,"B 47"
"47 B 1987",1,1987,"B",47,8,27.2,80,28.2,"C4",1,2,355.97,7.1,719.5,3,"B 47"
"47 B 1988",1,1988,"B",47,8,27.2,80,28.2,"C4",1,3,137.93,0.6,1188.8,3,"B 47"
"47 B 1989",1,1989,"B",47,8,27.2,80,28.2,"F",1,3,269.4,1.167,361.1,3,"B 47"
"47 B 1990",1,1990,"B",47,8,27.2,80,28.2,"C3",1,3,219.4,0,1290.7,3,"B 47"
"47 B 1991",1,1991,"B",47,8,27.2,80,28.2,"W",1,2,215.73,0,847,3,"B 47"
"47 B 1992",1,1992,"B",47,8,27.2,80,28.2,"C4",1,4,250.63,0.34,613.73,3,"B 47"
"47 B 1993",1,1993,"B",47,8,27.2,80,28.2,"C3",1,5,520.5,0,819.83,3,"B 47"
"47 B 1994",1,1994,"B",47,8,27.2,80,28.2,"C3",1,4,290.5,0.167,738.37,3,"B 47"
"47 B 1995",1,1995,"B",47,8,27.2,80,28.2,"C4",1,4,356.33,0.5,185.9,3,"B 47"
"47 B 1996",1,1996,"B",47,8,27.2,80,28.2,"C4",1,2,292.8,0.313,377.77,3,"B 47"
"47 B 1997",1,1997,"B",47,8,27.2,80,28.2,"C3",1,3,213.67,0,524.33,3,"B 47"
"47 B 1998",1,1998,"B",47,8,27.2,80,28.2,"C3",1,1,89.433,0,660.77,3,"B 47"
"47 B 1999",1,1999,"B",47,8,27.2,80,28.2,"W",1,2,363.91,0,465.05,3,"B 47"
"47 B 2000",1,2000,"B",47,8,27.2,80,28.2,"C3",1,2,331.9,0,380.17,3,"B 47"
"47 B 2001",1,2001,"B",47,8,27.2,80,28.2,"C3",1,4,274.27,0,566.57,3,"B 47"
"47 B 2002",1,2002,"B",47,8,27.2,80,28.2,"F",1,3,347.2,0,710.77,3,"B 47"
"47 B 2003",1,2003,"B",47,8,27.2,80,28.2,"W",1,2,79.067,0,906.73,3,"B 47"
"47 B 2004",1,2004,"B",47,8,27.2,80,28.2,"C3",1,3,98.433,0,719.17,3,"B 47"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47 B 2008",1,2008,"B",47,8,27.2,80,28.2,"C3",1,1,160.58,0,0,3,"B 47"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50 B 1982",1,1982,"B",50,7,17,50,18,"C3",1,15,0.463,170.4,203.07,3,"B 50"
"50 B 1983",1,1983,"B",50,7,17,50,18,"C3",1,11,0,360.9,299.57,3,"B 50"
"50 B 1984",1,1984,"B",50,7,17,50,18,"O",1,9,0,189.17,900.33,3,"B 50"
"50 B 1985",1,1985,"B",50,7,17,50,18,"F",1,13,13.667,123.9,911.3,3,"B 50"
"50 B 1986",1,1986,"B",50,7,17,50,18,"F",1,8,0,197.6,531.6,3,"B 50"
"50 B 1987",1,1987,"B",50,7,17,50,18,"G",1,9,148.43,66.4,763.93,3,"B 50"
"50 B 1988",1,1988,"B",50,7,17,50,18,"C3",1,5,0.2,75.267,791.3,3,"B 50"
"50 B 1989",1,1989,"B",50,7,17,50,18,"C4",1,7,396.07,0.867,427.53,3,"B 50"
"50 B 1990",1,1990,"B",50,7,17,50,18,"C3",1,5,86.367,23.5,1000.6,3,"B 50"
"50 B 1991",1,1991,"B",50,7,17,50,18,"C3",1,3,401.33,0,728.6,3,"B 50"
"50 B 1992",1,1992,"B",50,7,17,50,18,"C3",1,6,165.17,4.213,374.7,3,"B 50"
"50 B 1993",1,1993,"B",50,7,17,50,18,"F",1,7,310.23,6.233,1504.3,3,"B 50"
"50 B 1994",1,1994,"B",50,7,17,50,18,"C3",1,2,319.57,0,774.17,3,"B 50"
"50 B 1995",1,1995,"B",50,7,17,50,18,"C3",1,3,582.8,0,40.4,3,"B 50"
"50 B 1996",1,1996,"B",50,7,17,50,18,"C3",1,2,355.53,0,389.27,3,"B 50"
"50 B 1997",1,1997,"B",50,7,17,50,18,"C3",1,2,377.53,0,585.07,3,"B 50"
"50 B 1998",1,1998,"B",50,7,17,50,18,"C3",1,2,452.37,0,831.17,3,"B 50"
"50 B 1999",1,1999,"B",50,7,17,50,18,"C3",1,2,237.2,0,817.78,3,"B 50"
"50 B 2000",1,2000,"B",50,7,17,50,18,"C3",1,2,203.13,0,186.33,3,"B 50"
"50 B 2001",1,2001,"B",50,7,17,50,18,"",0,3,330.9,0,789.43,3,"B 50"
"50 B 2002",1,2002,"B",50,7,17,50,18,"C3",1,3,210.93,0,811,3,"B 50"
"50 B 2003",1,2003,"B",50,7,17,50,18,"C3",1,2,75.433,0,1084.2,3,"B 50"
"50 B 2004",1,2004,"B",50,7,17,50,18,"C3",1,3,110.53,0,328.15,3,"B 50"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50 B 2008",1,2008,"B",50,7,17,50,18,"C3",1,3,55.08,0,0,3,"B 50"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53 B 1982",1,1982,"B",53,7,17,50,18,"F",1,17,1.667,152.47,464.6,3,"B 53"
"53 B 1983",1,1983,"B",53,7,17,50,18,"F",1,11,13.5,399.37,378.33,3,"B 53"
"53 B 1984",1,1984,"B",53,7,17,50,18,"F",1,10,79.433,77.667,407.2,3,"B 53"
"53 B 1985",1,1985,"B",53,7,17,50,18,"F",1,6,192.7,1.943,584.33,3,"B 53"
"53 B 1986",1,1986,"B",53,7,17,50,18,"F",1,8,276.4,49.047,374.23,3,"B 53"
"53 B 1987",1,1987,"B",53,7,17,50,18,"F",1,4,394,0,1050.4,3,"B 53"
"53 B 1988",1,1988,"B",53,7,17,50,18,"C3",1,5,170.07,0,1475.1,3,"B 53"
"53 B 1989",1,1989,"B",53,7,17,50,18,"F",1,4,260.43,0,628.33,3,"B 53"
"53 B 1990",1,1990,"B",53,7,17,50,18,"C3",1,5,167.57,0,1089,3,"B 53"
"53 B 1991",1,1991,"B",53,7,17,50,18,"C3",1,4,172.73,0,668.2,3,"B 53"
"53 B 1992",1,1992,"B",53,7,17,50,18,"C3",1,4,292,0,714,3,"B 53"
"53 B 1993",1,1993,"B",53,7,17,50,18,"C3",1,6,378.37,0,663.43,3,"B 53"
"53 B 1994",1,1994,"B",53,7,17,50,18,"F",1,5,173,0,1177.8,3,"B 53"
"53 B 1995",1,1995,"B",53,7,17,50,18,"F",1,6,307.83,0,69.467,3,"B 53"
"53 B 1996",1,1996,"B",53,7,17,50,18,"F",1,5,272.6,2.3,354.27,3,"B 53"
"53 B 1997",1,1997,"B",53,7,17,50,18,"F",1,4,152.4,0,263.9,3,"B 53"
"53 B 1998",1,1998,"B",53,7,17,50,18,"C3",1,3,266.4,0,835.6,3,"B 53"
"53 B 1999",1,1999,"B",53,7,17,50,18,"C3",1,3,282.18,0,597.92,3,"B 53"
"53 B 2000",1,2000,"B",53,7,17,50,18,"F",1,5,150.5,0,597.47,3,"B 53"
"53 B 2001",1,2001,"B",53,7,17,50,18,"C4",1,8,31.767,0.06,657.73,3,"B 53"
"53 B 2002",1,2002,"B",53,7,17,50,18,"C3",1,5,83.867,0,776.3,3,"B 53"
"53 B 2003",1,2003,"B",53,7,17,50,18,"F",1,5,12,0,810.53,3,"B 53"
"53 B 2004",1,2004,"B",53,7,17,50,18,"C3",1,6,57.777,0,283.33,3,"B 53"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53 B 2008",1,2008,"B",53,7,17,50,18,"C3",1,4,104.55,0,1.17,3,"B 53"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3 C 1982",1,1982,"C",3,7,17,50,18,"L",1,14,0,56.233,311.17,3,"C 3"
"3 C 1983",1,1983,"C",3,7,17,50,18,"F",1,11,0,40.767,585.2,3,"C 3"
"3 C 1984",1,1984,"C",3,7,17,50,18,"F",1,8,0,9.633,504.8,3,"C 3"
"3 C 1985",1,1985,"C",3,7,17,50,18,"F",1,3,0,0,1083.5,3,"C 3"
"3 C 1986",1,1986,"C",3,7,17,50,18,"C3",1,4,0.07,0,1276.6,3,"C 3"
"3 C 1987",1,1987,"C",3,7,17,50,18,"F",1,3,0,0,803.53,3,"C 3"
"3 C 1988",1,1988,"C",3,7,17,50,18,"F",1,3,0,0,1307.9,3,"C 3"
"3 C 1989",1,1989,"C",3,7,17,50,18,"W",1,4,0,0,625.6,3,"C 3"
"3 C 1990",1,1990,"C",3,7,17,50,18,"C4",1,9,48.367,0.1,1003.9,3,"C 3"
"3 C 1991",1,1991,"C",3,7,17,50,18,"C4",1,9,20.6,0.02,1084.7,3,"C 3"
"3 C 1992",1,1992,"C",3,7,17,50,18,"C4",1,8,286.67,0,492.43,3,"C 3"
"3 C 1993",1,1993,"C",3,7,17,50,18,"F",1,6,369.57,0,714.5,3,"C 3"
"3 C 1994",1,1994,"C",3,7,17,50,18,"F",1,5,11.733,0,807.07,3,"C 3"
"3 C 1995",1,1995,"C",3,7,17,50,18,"F",1,7,202.83,0,563.5,3,"C 3"
"3 C 1996",1,1996,"C",3,7,17,50,18,"C3",1,5,18.167,0,1015.9,3,"C 3"
"3 C 1997",1,1997,"C",3,7,17,50,18,"C3",1,9,639.8,0,957.13,3,"C 3"
"3 C 1998",1,1998,"C",3,7,17,50,18,"O",1,7,350.83,0,2029,3,"C 3"
"3 C 1999",1,1999,"C",3,7,17,50,18,"C3",1,3,84.767,0,1353.2,3,"C 3"
"3 C 2000",1,2000,"C",3,7,17,50,18,"F",1,6,105.7,0,1163.2,3,"C 3"
"3 C 2001",1,2001,"C",3,7,17,50,18,"C3",1,5,301.8,0,1127.3,3,"C 3"
"3 C 2002",1,2002,"C",3,7,17,50,18,"W",1,8,238.87,0,1340.8,3,"C 3"
"3 C 2003",1,2003,"C",3,7,17,50,18,"F",1,4,220.8,0,1693.5,3,"C 3"
"3 C 2004",1,2004,"C",3,7,17,50,18,"C3",1,5,184.13,0,269.7,3,"C 3"
"3 C 2005",1,2005,"C",3,7,17,50,18,"F",1,5,386.7,0,4.3633,3,"C 3"
"3 C 2006",1,2006,"C",3,7,17,50,18,"",0,6,716.11,0,0.08,3,"C 3"
"3 C 2007",1,2007,"C",3,7,17,50,18,"C3",1,6,202.73,0,0,3,"C 3"
"3 C 2008",1,2008,"C",3,7,17,50,18,"C3",1,6,139.42,0,0,3,"C 3"
"3 C 2009",1,2009,"C",3,7,17,50,18,"C3",1,4,56.3,0,11.47,3,"C 3"
"3 C 2010",1,2010,"C",3,7,17,50,18,"C3",1,7,54.63,0,3.3,3,"C 3"
"3 C 2011",1,2011,"C",3,7,17,50,18,"C3",1,5,165.13,0,2.53,3,"C 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12 C 1982",1,1982,"C",12,7,17,50,18,"F",1,12,5.733,152.4,453.77,3,"C 12"
"12 C 1983",1,1983,"C",12,7,17,50,18,"C4",1,6,27.9,1.4,546.87,3,"C 12"
"12 C 1984",1,1984,"C",12,7,17,50,18,"C3",1,4,63.5,0,895.13,3,"C 12"
"12 C 1985",1,1985,"C",12,7,17,50,18,"C4",1,5,218.73,0.173,1365.7,3,"C 12"
"12 C 1986",1,1986,"C",12,7,17,50,18,"C3",1,4,134.23,0,1224.6,3,"C 12"
"12 C 1987",1,1987,"C",12,7,17,50,18,"F",1,3,499.53,0,770.8,3,"C 12"
"12 C 1988",1,1988,"C",12,7,17,50,18,"C3",1,2,187.47,0,900.83,3,"C 12"
"12 C 1989",1,1989,"C",12,7,17,50,18,"C4",1,3,422.3,0.333,734.1,3,"C 12"
"12 C 1990",1,1990,"C",12,7,17,50,18,"C3",1,3,513.9,0,429.4,3,"C 12"
"12 C 1991",1,1991,"C",12,7,17,50,18,"C3",1,5,413.1,0,556.67,3,"C 12"
"12 C 1992",1,1992,"C",12,7,17,50,18,"C3",1,3,578.2,0,1086.8,3,"C 12"
"12 C 1993",1,1993,"C",12,7,17,50,18,"F",1,3,407.73,0,1118.5,3,"C 12"
"12 C 1994",1,1994,"C",12,7,17,50,18,"C3",1,2,104.33,0,878.53,3,"C 12"
"12 C 1995",1,1995,"C",12,7,17,50,18,"F",1,5,247.6,0,645.33,3,"C 12"
"12 C 1996",1,1996,"C",12,7,17,50,18,"F",1,3,192.77,0,1996.9,3,"C 12"
"12 C 1997",1,1997,"C",12,7,17,50,18,"F",1,3,314.17,0,872.83,3,"C 12"
"12 C 1998",1,1998,"C",12,7,17,50,18,"C3",1,2,256.53,0,997.4,3,"C 12"
"12 C 1999",1,1999,"C",12,7,17,50,18,"F",1,3,161.63,0,756.8,3,"C 12"
"12 C 2000",1,2000,"C",12,7,17,50,18,"C3",1,2,138.57,0,455.77,3,"C 12"
"12 C 2001",1,2001,"C",12,7,17,50,18,"F",1,3,214.3,0,1244.9,3,"C 12"
"12 C 2002",1,2002,"C",12,7,17,50,18,"C4",1,5,219.7,0,843.03,3,"C 12"
"12 C 2003",1,2003,"C",12,7,17,50,18,"O",1,4,271.87,0,1394.3,3,"C 12"
"12 C 2004",1,2004,"C",12,7,17,50,18,"F",1,3,110.67,0,526.17,3,"C 12"
"12 C 2005",1,2005,"C",12,7,17,50,18,"C3",1,4,352.4333,0,0,3,"C 12"
"12 C 2006",1,2006,"C",12,7,17,50,18,"C3",1,1,85,0,0,3,"C 12"
"12 C 2007",1,2007,"C",12,7,17,50,18,"C3",1,2,141.87,0,0,3,"C 12"
"12 C 2008",1,2008,"C",12,7,17,50,18,"C3",1,4,150.18,0,0,3,"C 12"
"12 C 2009",1,2009,"C",12,7,17,50,18,"C3",1,3,64.97,0,0.33,3,"C 12"
"12 C 2010",1,2010,"C",12,7,17,50,18,"C3",1,5,69.23,0,78.07,3,"C 12"
"12 C 2011",1,2011,"C",12,7,17,50,18,"C3",1,6,318.7,0,14.03,3,"C 12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15 C 1982",1,1982,"C",15,8,27.2,80,28.2,"S",1,12,0,175.17,297.2,3,"C 15"
"15 C 1983",1,1983,"C",15,8,27.2,80,28.2,"F",1,6,0,5.333,599.77,3,"C 15"
"15 C 1984",1,1984,"C",15,8,27.2,80,28.2,"C4",1,3,0,0.543,719.63,3,"C 15"
"15 C 1985",1,1985,"C",15,8,27.2,80,28.2,"C3",1,4,0,0,1364.3,3,"C 15"
"15 C 1986",1,1986,"C",15,8,27.2,80,28.2,"C4",1,4,0,0,468.33,3,"C 15"
"15 C 1987",1,1987,"C",15,8,27.2,80,28.2,"F",1,8,0,0.167,780.4,3,"C 15"
"15 C 1988",1,1988,"C",15,8,27.2,80,28.2,"C4",1,3,0,0,1380.8,3,"C 15"
"15 C 1989",1,1989,"C",15,8,27.2,80,28.2,"C4",1,3,0,0.267,564.77,3,"C 15"
"15 C 1990",1,1990,"C",15,8,27.2,80,28.2,"C4",1,4,0,0,493.37,3,"C 15"
"15 C 1991",1,1991,"C",15,8,27.2,80,28.2,"C3",1,5,0,0,644.53,3,"C 15"
"15 C 1992",1,1992,"C",15,8,27.2,80,28.2,"C4",1,6,0,0,668.17,3,"C 15"
"15 C 1993",1,1993,"C",15,8,27.2,80,28.2,"F",1,7,0,0.167,728.27,3,"C 15"
"15 C 1994",1,1994,"C",15,8,27.2,80,28.2,"O",1,5,20.333,0,702.03,3,"C 15"
"15 C 1995",1,1995,"C",15,8,27.2,80,28.2,"F",1,6,0,0,447.5,3,"C 15"
"15 C 1996",1,1996,"C",15,8,27.2,80,28.2,"C4",1,6,33.533,0,757.67,3,"C 15"
"15 C 1997",1,1997,"C",15,8,27.2,80,28.2,"O",1,7,2.367,0,1261.6,3,"C 15"
"15 C 1998",1,1998,"C",15,8,27.2,80,28.2,"C4",1,5,139.77,0.1,1317.9,3,"C 15"
"15 C 1999",1,1999,"C",15,8,27.2,80,28.2,"L",1,5,5.533,0,2632.5,3,"C 15"
"15 C 2000",1,2000,"C",15,8,27.2,80,28.2,"C4",1,6,39.033,0,1574,3,"C 15"
"15 C 2001",1,2001,"C",15,8,27.2,80,28.2,"F",1,6,25.267,0,1314.6,3,"C 15"
"15 C 2002",1,2002,"C",15,8,27.2,80,28.2,"C4",1,9,53.867,0,792.57,3,"C 15"
"15 C 2003",1,2003,"C",15,8,27.2,80,28.2,"F",1,7,93.233,0,757.27,3,"C 15"
"15 C 2004",1,2004,"C",15,8,27.2,80,28.2,"C3",1,7,135.57,0,282.63,3,"C 15"
"15 C 2005",1,2005,"C",15,8,27.2,80,28.2,"F",1,5,518.6,0,0,3,"C 15"
"15 C 2006",1,2006,"C",15,8,27.2,80,28.2,"",0,5,294,0,18.767,3,"C 15"
"15 C 2007",1,2007,"C",15,8,27.2,80,28.2,"",0,5,438.17,0,8.57,3,"C 15"
"15 C 2008",1,2008,"C",15,8,27.2,80,28.2,"C3",1,5,313.17,0,2.63,3,"C 15"
"15 C 2009",1,2009,"C",15,8,27.2,80,28.2,"C3",1,3,209.33,0,0,3,"C 15"
"15 C 2010",1,2010,"C",15,8,27.2,80,28.2,"C3",1,1,581.77,0,2.1,3,"C 15"
"15 C 2011",1,2011,"C",15,8,27.2,80,28.2,"C3",1,3,170.17,0,10.73,3,"C 15"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21 C 1982",1,1982,"C",21,8,27.2,80,28.2,"F",1,10,0,249.83,466.07,3,"C 21"
"21 C 1983",1,1983,"C",21,8,27.2,80,28.2,"F",1,8,0,39.167,428.8,3,"C 21"
"21 C 1984",1,1984,"C",21,8,27.2,80,28.2,"F",1,6,0,32.033,226.67,3,"C 21"
"21 C 1985",1,1985,"C",21,8,27.2,80,28.2,"",0,4,0,0,896.7,3,"C 21"
"21 C 1986",1,1986,"C",21,8,27.2,80,28.2,"C4",1,4,0,0.333,1129.5,3,"C 21"
"21 C 1987",1,1987,"C",21,8,27.2,80,28.2,"F",1,3,0,0,1533.9,3,"C 21"
"21 C 1988",1,1988,"C",21,8,27.2,80,28.2,"C4",1,5,0,0.8,1491.8,3,"C 21"
"21 C 1989",1,1989,"C",21,8,27.2,80,28.2,"F",1,5,0,0,1260.9,3,"C 21"
"21 C 1990",1,1990,"C",21,8,27.2,80,28.2,"C4",1,5,0,0.7,432.3,3,"C 21"
"21 C 1991",1,1991,"C",21,8,27.2,80,28.2,"C4",1,10,0,0.267,526.5,3,"C 21"
"21 C 1992",1,1992,"C",21,8,27.2,80,28.2,"F",1,3,0,0,788.8,3,"C 21"
"21 C 1993",1,1993,"C",21,8,27.2,80,28.2,"C4",1,2,0,0,601.37,3,"C 21"
"21 C 1994",1,1994,"C",21,8,27.2,80,28.2,"C4",1,9,0,0.933,883.03,3,"C 21"
"21 C 1995",1,1995,"C",21,8,27.2,80,28.2,"C4",1,5,0,0,798.67,3,"C 21"
"21 C 1996",1,1996,"C",21,8,27.2,80,28.2,"S",1,4,0,0,322.33,3,"C 21"
"21 C 1997",1,1997,"C",21,8,27.2,80,28.2,"C4",1,4,0,0,224.3,3,"C 21"
