Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Tilman, David 
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"index","Exp","Year","OldField","Plot","Transect","YearAb","Agropyron repens","Schizachyrium scoparium","Miscellaneous litter","precipmm","FieldPlot"
"1988 4 2 R",54,1988,"4",2,"R",1971,48.767,1.333,409.967,210.312,"4 2"
"1989 4 2 R",54,1989,"4",2,"R",1971,60.867,0,241.433,256.54,"4 2"
"1990 4 2 R",54,1990,"4",2,"R",1971,33.4,0.603,302,585.47,"4 2"
"1991 4 2 R",54,1991,"4",2,"R",1971,79.467,5.81,182.9,359.156,"4 2"
"1992 4 2 R",54,1992,"4",2,"R",1971,68.133,7.333,127.067,297.434,"4 2"
"1993 4 2 R",54,1993,"4",2,"R",1971,36.3,35.2,116.7,531.876,"4 2"
"1994 4 2 R",54,1994,"4",2,"R",1971,13.94,42.193,252,314.96,"4 2"
"1995 4 2 R",54,1995,"4",2,"R",1971,22.467,225.533,459.133,440.436,"4 2"
"1996 4 2 R",54,1996,"4",2,"R",1971,28.833,80.833,351.567,325.628,"4 2"
"1997 4 2 R",54,1997,"4",2,"R",1971,27.2,72.3,246.833,408.178,"4 2"
"1998 4 2 R",54,1998,"4",2,"R",1971,25.233,55.1,326.633,263.144,"4 2"
"1999 4 2 R",54,1999,"4",2,"R",1971,15.2,41.2,534.6,369.062,"4 2"
"2000 4 2 R",54,2000,"4",2,"R",1971,16.933,53.133,448.667,255.016,"4 2"
"2001 4 2 R",54,2001,"4",2,"R",1971,20.933,43.733,119.133,248.92,"4 2"
"2002 4 2 R",54,2002,"4",2,"R",1971,7.533,61.667,664.267,439.42,"4 2"
"2003 4 2 R",54,2003,"4",2,"R",1971,0.3,12.4,300.4,229.616,"4 2"
"2004 4 2 R",54,2004,"4",2,"R",1971,6.05,35.74,342.867,239.014,"4 2"
"2005 4 2 R",54,2005,"4",2,"R",1971,12.633,58.567,311.5,285.242,"4 2"
"2006 4 2 R",54,2006,"4",2,"R",1971,8.133,7.733,262.3,251.46,"4 2"
"2007 4 2 R",54,2007,"4",2,"R",1971,5.77,26.47,494.7,236.22,"4 2"
"2008 4 2 R",54,2008,"4",2,"R",1971,1.68,7.4,148.95,188.722,"4 2"
"2009 4 2 R",54,2009,"4",2,"R",1971,2.27,2.8,3.23,322.326,"4 2"
"2010 4 2 R",54,2010,"4",2,"R",1971,2.67,80.6,26.97,367.792,"4 2"
"2011 4 2 R",54,2011,"4",2,"R",1971,1.3,20.27,6.13,440.69,"4 2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 4 3 W",54,1988,"4",3,"W",1971,4.133,50.2,234.2,210.312,"4 3"
"1989 4 3 W",54,1989,"4",3,"W",1971,4.94,95.56,89.467,256.54,"4 3"
"1990 4 3 W",54,1990,"4",3,"W",1971,5.7,84.433,124.933,585.47,"4 3"
"1991 4 3 W",54,1991,"4",3,"W",1971,12.57,95.933,293.3,359.156,"4 3"
"1992 4 3 W",54,1992,"4",3,"W",1971,10.667,78.433,271.4,297.434,"4 3"
"1993 4 3 W",54,1993,"4",3,"W",1971,8.333,64.533,415.933,531.876,"4 3"
"1994 4 3 W",54,1994,"4",3,"W",1971,7.253,41.367,226.7,314.96,"4 3"
"1995 4 3 W",54,1995,"4",3,"W",1971,0.6,66.2,258.667,440.436,"4 3"
"1996 4 3 W",54,1996,"4",3,"W",1971,1.093,79.1,245.633,325.628,"4 3"
"1997 4 3 W",54,1997,"4",3,"W",1971,1.867,31.5,121.333,408.178,"4 3"
"1998 4 3 W",54,1998,"4",3,"W",1971,0.233,115.533,65.6,263.144,"4 3"
"1999 4 3 W",54,1999,"4",3,"W",1971,0.467,71.533,130.933,369.062,"4 3"
"2000 4 3 W",54,2000,"4",3,"W",1971,0,43.5,151.833,255.016,"4 3"
"2001 4 3 W",54,2001,"4",3,"W",1971,0.367,82.4,176.033,248.92,"4 3"
"2002 4 3 W",54,2002,"4",3,"W",1971,0,84.9,231.867,439.42,"4 3"
"2003 4 3 W",54,2003,"4",3,"W",1971,1.7667,61.9,223.833,229.616,"4 3"
"2004 4 3 W",54,2004,"4",3,"W",1971,0,40.3333,180.067,239.014,"4 3"
"2005 4 3 W",54,2005,"4",3,"W",1971,0.033,40.267,113.4,285.242,"4 3"
"2006 4 3 W",54,2006,"4",3,"W",1971,15.733,16.2,122.667,251.46,"4 3"
"2007 4 3 W",54,2007,"4",3,"W",1971,15.47,44.23,596.6,236.22,"4 3"
"2008 4 3 W",54,2008,"4",3,"W",1971,1.73,9.02,116.22,188.722,"4 3"
"2009 4 3 w",54,2009,"4",3,"w",1971,7.03,26.63,0,322.326,"4 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009 4 3 W",54,2009,"4",3,"W",1971,0,0,261.87,322.326,"4 3"
"2010 4 3 W",54,2010,"4",3,"W",1971,2,48,372.73,367.792,"4 3"
"2011 4 3 W",54,2011,"4",3,"W",1971,12.7,37.37,409.33,440.69,"4 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 4 4 Y",54,1988,"4",4,"Y",1971,4.233,0,265.2,210.312,"4 4"
"1989 4 4 Y",54,1989,"4",4,"Y",1971,18.147,4.963,60.467,256.54,"4 4"
"1990 4 4 Y",54,1990,"4",4,"Y",1971,29.567,16.1,116.367,585.47,"4 4"
"1991 4 4 Y",54,1991,"4",4,"Y",1971,26.533,52.833,247.967,359.156,"4 4"
"1992 4 4 Y",54,1992,"4",4,"Y",1971,25.933,88.833,344.3,297.434,"4 4"
"1993 4 4 Y",54,1993,"4",4,"Y",1971,15.6,50.267,93.7,531.876,"4 4"
"1994 4 4 Y",54,1994,"4",4,"Y",1971,15.367,76.057,273.2,314.96,"4 4"
"1995 4 4 Y",54,1995,"4",4,"Y",1971,6.333,51.233,514.867,440.436,"4 4"
"1996 4 4 Y",54,1996,"4",4,"Y",1971,9.8,54.467,286.833,325.628,"4 4"
"1997 4 4 Y",54,1997,"4",4,"Y",1971,6.867,38.267,440.4,408.178,"4 4"
"1998 4 4 Y",54,1998,"4",4,"Y",1971,14.4,36.367,105.067,263.144,"4 4"
"1999 4 4 Y",54,1999,"4",4,"Y",1971,13.267,30.267,335.033,369.062,"4 4"
"2000 4 4 Y",54,2000,"4",4,"Y",1971,25.467,57.733,387.633,255.016,"4 4"
"2001 4 4 Y",54,2001,"4",4,"Y",1971,26.233,65.067,347.033,248.92,"4 4"
"2002 4 4 Y",54,2002,"4",4,"Y",1971,20.7,52.8,311.433,439.42,"4 4"
"2003 4 4 Y",54,2003,"4",4,"Y",1971,14.5667,47.2667,335.267,229.616,"4 4"
"2004 4 4 Y",54,2004,"4",4,"Y",1971,33.9,30.5,492.4,239.014,"4 4"
"2005 4 4 Y",54,2005,"4",4,"Y",1971,27,18,160.5,285.242,"4 4"
"2006 4 4 Y",54,2006,"4",4,"Y",1971,20.233,30.033,160.333,251.46,"4 4"
"2007 4 4 Y",54,2007,"4",4,"Y",1971,11.73,53.03,207.23,236.22,"4 4"
"2008 4 4 Y",54,2008,"4",4,"Y",1971,8.87,9.35,79.42,188.722,"4 4"
"2009 4 4 Y",54,2009,"4",4,"Y",1971,11.03,15.87,81.23,322.326,"4 4"
"2010 4 4 Y",54,2010,"4",4,"Y",1971,5.73,43.03,62.7,367.792,"4 4"
"2011 4 4 Y",54,2011,"4",4,"Y",1971,54.87,60.4,60.4,440.69,"4 4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 41 1 G",54,1988,"41",1,"G",1982,0,0,141.233,210.312,"41 1"
"1989 41 1 G",54,1989,"41",1,"G",1982,0,0,153.567,256.54,"41 1"
"1990 41 1 G",54,1990,"41",1,"G",1982,0,0,92.42,585.47,"41 1"
"1991 41 1 G",54,1991,"41",1,"G",1982,0,0,64.9,359.156,"41 1"
"1992 41 1 G",54,1992,"41",1,"G",1982,0,0,78.433,297.434,"41 1"
"1993 41 1 G",54,1993,"41",1,"G",1982,0,0,214.9,531.876,"41 1"
"1994 41 1 G",54,1994,"41",1,"G",1982,2.233,0,104.3,314.96,"41 1"
"1995 41 1 G",54,1995,"41",1,"G",1982,0,0,251.333,440.436,"41 1"
"1996 41 1 G",54,1996,"41",1,"G",1982,27.5,0,403.267,325.628,"41 1"
"1997 41 1 G",54,1997,"41",1,"G",1982,2.633,0,336.733,408.178,"41 1"
"1998 41 1 G",54,1998,"41",1,"G",1982,4.1,0,350.933,263.144,"41 1"
"1999 41 1 G",54,1999,"41",1,"G",1982,10.767,0,296.067,369.062,"41 1"
"2000 41 1 G",54,2000,"41",1,"G",1982,4.567,0,342.8,255.016,"41 1"
"2001 41 1 G",54,2001,"41",1,"G",1982,6.667,0,163.933,248.92,"41 1"
"2002 41 1 G",54,2002,"41",1,"G",1982,1.66,0,104.533,439.42,"41 1"
"2003 41 1 G",54,2003,"41",1,"G",1982,1.6333,0,307.133,229.616,"41 1"
"2004 41 1 G",54,2004,"41",1,"G",1982,1.93667,0,155.913,239.014,"41 1"
"2005 41 1 G",54,2005,"41",1,"G",1982,94.067,0,198.6,285.242,"41 1"
"2006 41 1 G",54,2006,"41",1,"G",1982,69.58,0,131.667,251.46,"41 1"
"2007 41 1 G",54,2007,"41",1,"G",1982,0,0,126.17,236.22,"41 1"
"2008 41 1 G",54,2008,"41",1,"G",1982,0,0,52.92,188.722,"41 1"
"2009 41 1 G",54,2009,"41",1,"G",1982,0,0,73.7,322.326,"41 1"
"2010 41 1 G",54,2010,"41",1,"G",1982,0,0,164.4,367.792,"41 1"
"2011 41 1 G",54,2011,"41",1,"G",1982,0,0,15.07,440.69,"41 1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 41 2 R",54,1988,"41",2,"R",1982,3.967,0,170,210.312,"41 2"
"1989 41 2 R",54,1989,"41",2,"R",1982,15.133,0,134.933,256.54,"41 2"
"1990 41 2 R",54,1990,"41",2,"R",1982,7.9,0,74.527,585.47,"41 2"
"1991 41 2 R",54,1991,"41",2,"R",1982,11.033,0,82.067,359.156,"41 2"
"1992 41 2 R",54,1992,"41",2,"R",1982,8.467,0,59.233,297.434,"41 2"
"1993 41 2 R",54,1993,"41",2,"R",1982,9.433,0,175.9,531.876,"41 2"
"1994 41 2 R",54,1994,"41",2,"R",1982,1.24,0,82.3,314.96,"41 2"
"1995 41 2 R",54,1995,"41",2,"R",1982,3.5,0,234.233,440.436,"41 2"
"1996 41 2 R",54,1996,"41",2,"R",1982,9.967,0,328.767,325.628,"41 2"
"1997 41 2 R",54,1997,"41",2,"R",1982,1.7,0,218.267,408.178,"41 2"
"1998 41 2 R",54,1998,"41",2,"R",1982,1.6,0,342.167,263.144,"41 2"
"1999 41 2 R",54,1999,"41",2,"R",1982,3.5,0.043,196.1,369.062,"41 2"
"2000 41 2 R",54,2000,"41",2,"R",1982,2.6,0,459.967,255.016,"41 2"
"2001 41 2 R",54,2001,"41",2,"R",1982,3.6,0,89.267,248.92,"41 2"
"2002 41 2 R",54,2002,"41",2,"R",1982,0,0,85.033,439.42,"41 2"
"2003 41 2 R",54,2003,"41",2,"R",1982,0.4333,0,237.9,229.616,"41 2"
"2004 41 2 R",54,2004,"41",2,"R",1982,2.73333,0,89.1133,239.014,"41 2"
"2005 41 2 R",54,2005,"41",2,"R",1982,90.9,0,137.433,285.242,"41 2"
"2006 41 2 R",54,2006,"41",2,"R",1982,0.43,0,106.22,251.46,"41 2"
"2007 41 2 R",54,2007,"41",2,"R",1982,2,0,247.07,236.22,"41 2"
"2008 41 2 R",54,2008,"41",2,"R",1982,1.12,0,86.55,188.722,"41 2"
"2009 41 2 R",54,2009,"41",2,"R",1982,0.33,0,8.3,322.326,"41 2"
"2010 41 2 R",54,2010,"41",2,"R",1982,0,0,16.2,367.792,"41 2"
"2011 41 2 R",54,2011,"41",2,"R",1982,1.5,0,68.43,440.69,"41 2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 41 3 W",54,1988,"41",3,"W",1982,3.567,0,204.533,210.312,"41 3"
"1989 41 3 W",54,1989,"41",3,"W",1982,21.767,0,214.833,256.54,"41 3"
"1990 41 3 W",54,1990,"41",3,"W",1982,73.267,0,231.5,585.47,"41 3"
"1991 41 3 W",54,1991,"41",3,"W",1982,109.933,0.033,211.333,359.156,"41 3"
"1992 41 3 W",54,1992,"41",3,"W",1982,33.133,0,344.833,297.434,"41 3"
"1993 41 3 W",54,1993,"41",3,"W",1982,12.967,0,142.467,531.876,"41 3"
"1994 41 3 W",54,1994,"41",3,"W",1982,13.333,0,167.433,314.96,"41 3"
"1995 41 3 W",54,1995,"41",3,"W",1982,13.967,0,249.133,440.436,"41 3"
"1996 41 3 W",54,1996,"41",3,"W",1982,28.967,0,171.2,325.628,"41 3"
"1997 41 3 W",54,1997,"41",3,"W",1982,22.667,0,357.733,408.178,"41 3"
"1998 41 3 W",54,1998,"41",3,"W",1982,18.267,0.467,372.233,263.144,"41 3"
"1999 41 3 W",54,1999,"41",3,"W",1982,23.867,0.4,588.667,369.062,"41 3"
"2000 41 3 W",54,2000,"41",3,"W",1982,20.867,0,357.067,255.016,"41 3"
"2001 41 3 W",54,2001,"41",3,"W",1982,16.933,0,310.733,248.92,"41 3"
"2002 41 3 W",54,2002,"41",3,"W",1982,11.233,0,111.433,439.42,"41 3"
"2003 41 3 W",54,2003,"41",3,"W",1982,6.6333,0,175.8,229.616,"41 3"
"2004 41 3 W",54,2004,"41",3,"W",1982,8.93333,0,190.333,239.014,"41 3"
"2005 41 3 W",54,2005,"41",3,"W",1982,52.5,0,131.733,285.242,"41 3"
"2006 41 3 W",54,2006,"41",3,"W",1982,10.717,0.14,295.173,251.46,"41 3"
"2007 41 3 W",54,2007,"41",3,"W",1982,19.07,0,41.97,236.22,"41 3"
"2008 41 3 W",54,2008,"41",3,"W",1982,10.73,0,52.83,188.722,"41 3"
"2009 41 3 W",54,2009,"41",3,"W",1982,0,0,30,322.326,"41 3"
"2010 41 3 W",54,2010,"41",3,"W",1982,20.13,0,14.67,367.792,"41 3"
"2011 41 3 W",54,2011,"41",3,"W",1982,9.27,0,24.9,440.69,"41 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 41 4 Y",54,1988,"41",4,"Y",1982,12.5,0,219.433,210.312,"41 4"
"1989 41 4 Y",54,1989,"41",4,"Y",1982,32.633,0,78,256.54,"41 4"
"1990 41 4 Y",54,1990,"41",4,"Y",1982,93.767,0,80.07,585.47,"41 4"
"1991 41 4 Y",54,1991,"41",4,"Y",1982,136.033,0,116.967,359.156,"41 4"
"1992 41 4 Y",54,1992,"41",4,"Y",1982,70.6,0,253.333,297.434,"41 4"
"1993 41 4 Y",54,1993,"41",4,"Y",1982,36.867,0,298.433,531.876,"41 4"
"1994 41 4 Y",54,1994,"41",4,"Y",1982,19.267,0,68.233,314.96,"41 4"
"1995 41 4 Y",54,1995,"41",4,"Y",1982,19.8,0,181.567,440.436,"41 4"
"1996 41 4 Y",54,1996,"41",4,"Y",1982,39.667,0,72.4,325.628,"41 4"
"1997 41 4 Y",54,1997,"41",4,"Y",1982,44.133,0,112.867,408.178,"41 4"
"1998 41 4 Y",54,1998,"41",4,"Y",1982,38.967,0,165.933,263.144,"41 4"
"1999 41 4 Y",54,1999,"41",4,"Y",1982,56.867,0,115.433,369.062,"41 4"
"2000 41 4 Y",54,2000,"41",4,"Y",1982,31.967,0,150.967,255.016,"41 4"
"2001 41 4 Y",54,2001,"41",4,"Y",1982,8.633,0,104.333,248.92,"41 4"
"2002 41 4 Y",54,2002,"41",4,"Y",1982,18,0,68.2,439.42,"41 4"
"2003 41 4 Y",54,2003,"41",4,"Y",1982,12.3333,0,352.767,229.616,"41 4"
"2004 41 4 Y",54,2004,"41",4,"Y",1982,44.6333,0,238.4,239.014,"41 4"
"2005 41 4 Y",54,2005,"41",4,"Y",1982,15.533,0,144.267,285.242,"41 4"
"2006 41 4 Y",54,2006,"41",4,"Y",1982,22.493,0.06,133.73,251.46,"41 4"
"2007 41 4 Y",54,2007,"41",4,"Y",1982,36.93,0,28.53,236.22,"41 4"
"2008 41 4 Y",54,2008,"41",4,"Y",1982,14.27,0,32.33,188.722,"41 4"
"2009 41 4 Y",54,2009,"41",4,"Y",1982,0,0,72.93,322.326,"41 4"
"2010 41 4 Y",54,2010,"41",4,"Y",1982,11.97,0,14.4,367.792,"41 4"
"2011 41 4 Y",54,2011,"41",4,"Y",1982,15.7,0,54.77,440.69,"41 4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 45 1 Y",54,1988,"45",1,"Y",1943,11.233,0,411.9,210.312,"45 1"
"1989 45 1 Y",54,1989,"45",1,"Y",1943,39.367,0,420.5,256.54,"45 1"
"1990 45 1 Y",54,1990,"45",1,"Y",1943,12.467,0,455.033,585.47,"45 1"
"1991 45 1 Y",54,1991,"45",1,"Y",1943,9.933,0,470.233,359.156,"45 1"
"1992 45 1 Y",54,1992,"45",1,"Y",1943,19.9,0,335.5,297.434,"45 1"
"1993 45 1 Y",54,1993,"45",1,"Y",1943,25.433,0,198.867,531.876,"45 1"
"1994 45 1 Y",54,1994,"45",1,"Y",1943,25.067,0,231.033,314.96,"45 1"
"1995 45 1 Y",54,1995,"45",1,"Y",1943,38.867,5.067,324.3,440.436,"45 1"
"1996 45 1 Y",54,1996,"45",1,"Y",1943,15.067,0,280.767,325.628,"45 1"
"1997 45 1 Y",54,1997,"45",1,"Y",1943,29,0,192.867,408.178,"45 1"
"1998 45 1 Y",54,1998,"45",1,"Y",1943,47.8,0,228.167,263.144,"45 1"
"1999 45 1 Y",54,1999,"45",1,"Y",1943,46.833,0,284.333,369.062,"45 1"
"2000 45 1 Y",54,2000,"45",1,"Y",1943,22.667,0,258.6,255.016,"45 1"
"2001 45 1 Y",54,2001,"45",1,"Y",1943,39.5,0.2,263.333,248.92,"45 1"
"2002 45 1 Y",54,2002,"45",1,"Y",1943,41.233,0,100.5,439.42,"45 1"
"2003 45 1 Y",54,2003,"45",1,"Y",1943,50.4667,0,69.7667,229.616,"45 1"
"2004 45 1 Y",54,2004,"45",1,"Y",1943,7.06,0,208.6,239.014,"45 1"
"2005 45 1 Y",54,2005,"45",1,"Y",1943,39.3,0,81.2,285.242,"45 1"
"2006 45 1 Y",54,2006,"45",1,"Y",1943,19.667,2.867,143.9,251.46,"45 1"
"2007 45 1 Y",54,2007,"45",1,"Y",1943,6.77,7.43,218.33,236.22,"45 1"
"2008 45 1 Y",54,2008,"45",1,"Y",1943,5.23,8.33,45.6,188.722,"45 1"
"2009 45 1 Y",54,2009,"45",1,"Y",1943,2.77,32.73,96.67,322.326,"45 1"
"2010 45 1 Y",54,2010,"45",1,"Y",1943,14.33,23.57,24.4,367.792,"45 1"
"2011 45 1 Y",54,2011,"45",1,"Y",1943,0,19.4,44.3,440.69,"45 1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 45 2 W",54,1988,"45",2,"W",1943,9.633,0,226.333,210.312,"45 2"
"1989 45 2 W",54,1989,"45",2,"W",1943,39.8,1.733,191.667,256.54,"45 2"
"1990 45 2 W",54,1990,"45",2,"W",1943,36.933,0,386.133,585.47,"45 2"
"1991 45 2 W",54,1991,"45",2,"W",1943,12.267,0,398.433,359.156,"45 2"
"1992 45 2 W",54,1992,"45",2,"W",1943,16.1,0,221,297.434,"45 2"
"1993 45 2 W",54,1993,"45",2,"W",1943,36.2,3.033,287.567,531.876,"45 2"
"1994 45 2 W",54,1994,"45",2,"W",1943,10.637,0,168.467,314.96,"45 2"
"1995 45 2 W",54,1995,"45",2,"W",1943,16.533,1.133,331.433,440.436,"45 2"
"1996 45 2 W",54,1996,"45",2,"W",1943,20.867,0.183,222.367,325.628,"45 2"
"1997 45 2 W",54,1997,"45",2,"W",1943,18.033,5.467,227.033,408.178,"45 2"
"1998 45 2 W",54,1998,"45",2,"W",1943,46.467,3.167,216.333,263.144,"45 2"
"1999 45 2 W",54,1999,"45",2,"W",1943,29.433,18.767,126,369.062,"45 2"
"2000 45 2 W",54,2000,"45",2,"W",1943,10.933,1.867,149.9,255.016,"45 2"
"2001 45 2 W",54,2001,"45",2,"W",1943,4.7,1.9,231.133,248.92,"45 2"
"2002 45 2 W",54,2002,"45",2,"W",1943,12.167,9,93.4,439.42,"45 2"
"2003 45 2 W",54,2003,"45",2,"W",1943,4,29.4,109.333,229.616,"45 2"
"2004 45 2 W",54,2004,"45",2,"W",1943,13.6333,38.8333,361.533,239.014,"45 2"
"2005 45 2 W",54,2005,"45",2,"W",1943,20.467,42.433,120.5,285.242,"45 2"
"2006 45 2 W",54,2006,"45",2,"W",1943,4.5,31.3,180.867,251.46,"45 2"
"2007 45 2 W",54,2007,"45",2,"W",1943,5.67,58,213.83,236.22,"45 2"
"2008 45 2 W",54,2008,"45",2,"W",1943,1.47,8.42,5.08,188.722,"45 2"
"2009 45 2 W",54,2009,"45",2,"W",1943,3.77,113.8,43.83,322.326,"45 2"
"2010 45 2 W",54,2010,"45",2,"W",1943,0.5,51,4.07,367.792,"45 2"
"2011 45 2 W",54,2011,"45",2,"W",1943,2.97,41.1,121.5,440.69,"45 2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 45 3 R",54,1988,"45",3,"R",1943,5.833,0.067,90.367,210.312,"45 3"
"1989 45 3 R",54,1989,"45",3,"R",1943,23.3,0,336.433,256.54,"45 3"
"1990 45 3 R",54,1990,"45",3,"R",1943,35.533,0,125.5,585.47,"45 3"
"1991 45 3 R",54,1991,"45",3,"R",1943,22.967,0,164.067,359.156,"45 3"
"1992 45 3 R",54,1992,"45",3,"R",1943,18.1,0,143.567,297.434,"45 3"
"1993 45 3 R",54,1993,"45",3,"R",1943,25.9,0,131.7,531.876,"45 3"
"1994 45 3 R",54,1994,"45",3,"R",1943,7.707,0,63.333,314.96,"45 3"
"1995 45 3 R",54,1995,"45",3,"R",1943,9.6,0,100.967,440.436,"45 3"
"1996 45 3 R",54,1996,"45",3,"R",1943,7.433,0,60.433,325.628,"45 3"
"1997 45 3 R",54,1997,"45",3,"R",1943,9.233,0,60.767,408.178,"45 3"
"1998 45 3 R",54,1998,"45",3,"R",1943,16.6,6.967,162.633,263.144,"45 3"
"1999 45 3 R",54,1999,"45",3,"R",1943,3.4,0,76.1,369.062,"45 3"
"2000 45 3 R",54,2000,"45",3,"R",1943,2.7,0,33.9,255.016,"45 3"
"2001 45 3 R",54,2001,"45",3,"R",1943,7.833,0,21.7,248.92,"45 3"
"2002 45 3 R",54,2002,"45",3,"R",1943,2.833,0,37.567,439.42,"45 3"
"2003 45 3 R",54,2003,"45",3,"R",1943,5.3333,5.3667,108.2,229.616,"45 3"
"2004 45 3 R",54,2004,"45",3,"R",1943,2.16667,0,51.2667,239.014,"45 3"
"2005 45 3 R",54,2005,"45",3,"R",1943,2.2,1.233,97.033,285.242,"45 3"
"2006 45 3 R",54,2006,"45",3,"R",1943,2.133,12.933,68,251.46,"45 3"
"2007 45 3 R",54,2007,"45",3,"R",1943,11.73,23,141.5,236.22,"45 3"
"2008 45 3 R",54,2008,"45",3,"R",1943,4.55,1.48,52.28,188.722,"45 3"
"2009 45 3 R",54,2009,"45",3,"R",1943,1.73,7.47,98.77,322.326,"45 3"
"2010 45 3 R",54,2010,"45",3,"R",1943,0.33,49.63,64.93,367.792,"45 3"
"2011 45 3 R",54,2011,"45",3,"R",1943,3,37.67,201.87,440.69,"45 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 45 4 G",54,1988,"45",4,"G",1943,10.7,30.267,372.733,210.312,"45 4"
"1989 45 4 G",54,1989,"45",4,"G",1943,58.067,27.8,287.733,256.54,"45 4"
"1990 45 4 G",54,1990,"45",4,"G",1943,22,16.767,549,585.47,"45 4"
"1991 45 4 G",54,1991,"45",4,"G",1943,20.9,69.3,465.633,359.156,"45 4"
"1992 45 4 G",54,1992,"45",4,"G",1943,27.6,7,355.8,297.434,"45 4"
"1993 45 4 G",54,1993,"45",4,"G",1943,36.267,16.433,478.233,531.876,"45 4"
"1994 45 4 G",54,1994,"45",4,"G",1943,11.73,22.297,164.833,314.96,"45 4"
"1995 45 4 G",54,1995,"45",4,"G",1943,16.933,60.7,399.1,440.436,"45 4"
"1996 45 4 G",54,1996,"45",4,"G",1943,19.867,27.2,224.233,325.628,"45 4"
"1997 45 4 G",54,1997,"45",4,"G",1943,5.567,14.4,429.967,408.178,"45 4"
"1998 45 4 G",54,1998,"45",4,"G",1943,12.4,153.2,318.9,263.144,"45 4"
"1999 45 4 G",54,1999,"45",4,"G",1943,15.9,68.467,464.767,369.062,"45 4"
"2000 45 4 G",54,2000,"45",4,"G",1943,2.7,31.733,263.767,255.016,"45 4"
"2001 45 4 G",54,2001,"45",4,"G",1943,5.6,24.433,265.367,248.92,"45 4"
"2002 45 4 G",54,2002,"45",4,"G",1943,40.633,19.2,103.967,439.42,"45 4"
"2003 45 4 G",54,2003,"45",4,"G",1943,24.9333,26.5333,291.267,229.616,"45 4"
"2004 45 4 G",54,2004,"45",4,"G",1943,37.3,32.7667,220.033,239.014,"45 4"
"2005 45 4 G",54,2005,"45",4,"G",1943,19.7,56.133,312.133,285.242,"45 4"
"2006 45 4 G",54,2006,"45",4,"G",1943,3.367,3.467,77.567,251.46,"45 4"
"2007 45 4 G",54,2007,"45",4,"G",1943,4.1,41.17,219.47,236.22,"45 4"
"2008 45 4 G",54,2008,"45",4,"G",1943,5.23,7.97,143.12,188.722,"45 4"
"2009 45 4 G",54,2009,"45",4,"G",1943,20.47,12.77,110.97,322.326,"45 4"
"2010 45 4 G",54,2010,"45",4,"G",1943,7.27,71.6,173.3,367.792,"45 4"
"2011 45 4 G",54,2011,"45",4,"G",1943,52.4,74.57,94.87,440.69,"45 4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 5 1 Y",54,1988,"5",1,"Y",1947,9.633,0,424.467,210.312,"5 1"
"1989 5 1 Y",54,1989,"5",1,"Y",1947,39.533,0,233.967,256.54,"5 1"
"1990 5 1 Y",54,1990,"5",1,"Y",1947,16.827,0,612.167,585.47,"5 1"
"1991 5 1 Y",54,1991,"5",1,"Y",1947,17.633,0,452.6,359.156,"5 1"
"1992 5 1 Y",54,1992,"5",1,"Y",1947,13.3,0,492.433,297.434,"5 1"
"1993 5 1 Y",54,1993,"5",1,"Y",1947,28.333,0,398.567,531.876,"5 1"
"1994 5 1 Y",54,1994,"5",1,"Y",1947,15.197,0,412.633,314.96,"5 1"
