Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Tilman, David 
Reich, Peter
Knope, Johannes
Wedin, David
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"Exp","Year","Month","Plot","NumSp","SpNum","AbvBioAnnProd","noh020tot","insectcount","insectsp","Field","FieldPlot"
120,2005,8,146,8,9,251.401,NA,35,19,1,"1 146"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,149,4,6,203.517,0.5231,98,31,1,"1 149"
120,1997,8,149,4,6,283.875,0.0762,125,60,1,"1 149"
120,1998,8,149,4,6,289.9,0.0355,62,47,1,"1 149"
120,1999,8,149,4,6,184.108,0.0131,59,31,1,"1 149"
120,2000,8,149,4,6,197.363,0.0464,150,33,1,"1 149"
120,2001,8,149,4,6,270.909,0.1458,NA,NA,1,"1 149"
120,2002,8,149,4,6,335.901,0.0164,27,17,1,"1 149"
120,2003,8,149,4,6,301.817,NA,94,25,1,"1 149"
120,2004,8,149,4,6,323.773,NA,32,18,1,"1 149"
120,2005,8,149,4,6,327.958,NA,36,21,1,"1 149"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,151,1,1,44.325,0.7568,377,44,1,"1 151"
120,1997,8,151,1,1,11.9583,1.2434,47,27,1,"1 151"
120,1998,8,151,1,1,20.2167,0.3995,88,16,1,"1 151"
120,1999,8,151,1,1,69.2667,0.2393,84,30,1,"1 151"
120,2000,8,151,1,1,27.6415,NA,262,28,1,"1 151"
120,2001,8,151,1,1,51.3918,0.42365,NA,NA,1,"1 151"
120,2002,8,151,1,1,60.5397,0.0859,30,15,1,"1 151"
120,2003,8,151,1,1,168.165,NA,28,18,1,"1 151"
120,2004,8,151,1,1,239.401,NA,26,15,1,"1 151"
120,2005,8,151,1,1,109.639,NA,8,7,1,"1 151"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,153,1,1,38.133,0.3534,36,15,1,"1 153"
120,1997,8,153,1,1,65.2417,0.2808,222,64,1,"1 153"
120,1998,8,153,1,1,69.6083,0.1104,90,32,1,"1 153"
120,1999,8,153,1,1,18.7167,0.2173,68,31,1,"1 153"
120,2000,8,153,1,1,47.8668,NA,84,23,1,"1 153"
120,2001,8,153,1,1,55.226,0.37505,NA,NA,1,"1 153"
120,2002,8,153,1,1,61.6142,0.0797,81,26,1,"1 153"
120,2003,8,153,1,1,47.1043,NA,26,16,1,"1 153"
120,2004,8,153,1,1,41.902,NA,11,8,1,"1 153"
120,2005,8,153,1,1,40.208,NA,61,25,1,"1 153"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,156,16,17,42.792,0.2196,62,24,1,"1 156"
120,1997,8,156,16,17,103.167,0.18,127,61,1,"1 156"
120,1998,8,156,16,17,164.5,0.0159,67,42,1,"1 156"
120,1999,8,156,16,17,135.449,0.0207,107,54,1,"1 156"
120,2000,8,156,16,17,174.6,NA,45,28,1,"1 156"
120,2001,8,156,16,17,186.254,0.1188,NA,NA,1,"1 156"
120,2002,8,156,16,17,194.129,0,38,22,1,"1 156"
120,2003,8,156,16,17,168.229,NA,32,15,1,"1 156"
120,2004,8,156,16,17,179.039,NA,22,18,1,"1 156"
120,2005,8,156,16,17,238.543,NA,51,15,1,"1 156"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,157,2,2,8.583,0.2838,28,20,1,"1 157"
120,1997,8,157,2,2,35.7585,0.149,145,70,1,"1 157"
120,1998,8,157,2,2,60.275,0.125,142,47,1,"1 157"
120,1999,8,157,2,2,17.5017,0.2081,65,25,1,"1 157"
120,2000,8,157,2,2,54.2582,0.11125,42,19,1,"1 157"
120,2001,8,157,2,2,59.458,0.1957,NA,NA,1,"1 157"
120,2002,8,157,2,2,67.9562,0,40,18,1,"1 157"
120,2003,8,157,2,2,63.8,NA,23,13,1,"1 157"
120,2004,8,157,2,2,81.9712,NA,25,13,1,"1 157"
120,2005,8,157,2,2,59.075,NA,60,18,1,"1 157"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,160,16,17,52.833,0.1227,80,29,1,"1 160"
120,1997,8,160,16,17,161.934,0.0432,108,53,1,"1 160"
120,1998,8,160,16,17,148.008,0.0311,81,41,1,"1 160"
120,1999,8,160,16,17,65.55,0,105,39,1,"1 160"
120,2000,8,160,16,17,105.283,0.0134,83,29,1,"1 160"
120,2001,8,160,16,17,150.552,0.13115,NA,NA,1,"1 160"
120,2002,8,160,16,17,167.133,0,42,28,1,"1 160"
120,2003,8,160,16,17,165.284,NA,24,18,1,"1 160"
120,2004,8,160,16,17,248.693,NA,31,20,1,"1 160"
120,2005,8,160,16,17,191.858,NA,30,11,1,"1 160"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,161,1,1,8.058,0.2619,82,11,1,"1 161"
120,1997,8,161,1,1,13.5165,0.198,21,13,1,"1 161"
120,1998,8,161,1,1,22.8417,0.151,42,12,1,"1 161"
120,1999,8,161,1,1,33.3417,0.1497,61,29,1,"1 161"
120,2000,8,161,1,1,122.218,NA,38,22,1,"1 161"
120,2001,8,161,1,1,41.0977,0.1583,NA,NA,1,"1 161"
120,2002,8,161,1,1,36.8978,0.0058,22,16,1,"1 161"
120,2003,8,161,1,1,53.0018,NA,16,9,1,"1 161"
120,2004,8,161,1,1,251.207,NA,18,12,1,"1 161"
120,2005,8,161,1,1,147.999,NA,13,9,1,"1 161"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,163,1,1,209.417,0.1765,107,39,1,"1 163"
120,1997,8,163,1,1,119.958,0.1794,103,42,1,"1 163"
120,1998,8,163,1,1,130.692,0.01,69,33,1,"1 163"
120,1999,8,163,1,1,92.6917,0.0701,54,29,1,"1 163"
120,2000,8,163,1,1,103.192,0.092,38,21,1,"1 163"
120,2001,8,163,1,1,107.779,0.1492,NA,NA,1,"1 163"
120,2002,8,163,1,1,103.682,0.029,25,15,1,"1 163"
120,2003,8,163,1,1,80.3038,NA,29,14,1,"1 163"
120,2004,8,163,1,1,73.6335,NA,17,11,1,"1 163"
120,2005,8,163,1,1,68.9,NA,16,11,1,"1 163"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,164,16,17,142.842,0.1738,175,46,1,"1 164"
120,1997,8,164,16,17,233.683,0.2751,128,56,1,"1 164"
120,1998,8,164,16,17,269.242,0.0119,80,45,1,"1 164"
120,1999,8,164,16,17,193.508,0.0165,130,45,1,"1 164"
120,2000,8,164,16,17,277.075,NA,131,53,1,"1 164"
120,2001,8,164,16,17,225.166,0.0838,NA,NA,1,"1 164"
120,2002,8,164,16,17,272.499,0.0608,55,30,1,"1 164"
120,2003,8,164,16,17,288.1,NA,25,13,1,"1 164"
120,2004,8,164,16,17,366.947,NA,35,10,1,"1 164"
120,2005,8,164,16,17,284.032,NA,37,19,1,"1 164"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,165,2,2,77.592,0.171,117,35,1,"1 165"
120,1997,8,165,2,2,175.3,0.2202,182,64,1,"1 165"
120,1998,8,165,2,2,137.633,0.0082,95,50,1,"1 165"
120,1999,8,165,2,2,69.1583,0.1988,56,30,1,"1 165"
120,2000,8,165,2,2,112.204,0.0718,49,25,1,"1 165"
120,2001,8,165,2,2,81.5498,0.11455,NA,NA,1,"1 165"
120,2002,8,165,2,2,131.914,0.0357,53,22,1,"1 165"
120,2003,8,165,2,2,119.742,NA,21,12,1,"1 165"
120,2004,8,165,2,2,71.1905,NA,27,14,1,"1 165"
120,2005,8,165,2,2,96.877,NA,50,20,1,"1 165"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,167,1,1,18,0.1764,251,17,1,"1 167"
120,1997,8,167,1,1,76.6085,0.2513,90,34,1,"1 167"
120,1998,8,167,1,1,146.458,0.3113,76,39,1,"1 167"
120,1999,8,167,1,1,155.867,0.2244,90,38,1,"1 167"
120,2000,8,167,1,1,150.988,0.1317,57,29,1,"1 167"
120,2001,8,167,1,1,159.151,0.12365,NA,NA,1,"1 167"
120,2002,8,167,1,1,150.892,0.0396,30,10,1,"1 167"
120,2003,8,167,1,1,204.993,NA,6,4,1,"1 167"
120,2004,8,167,1,1,199.133,NA,7,6,1,"1 167"
120,2005,8,167,1,1,106.712,NA,32,12,1,"1 167"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,168,2,2,65.808,0.195,128,45,1,"1 168"
120,1997,8,168,2,2,86.4,0.2875,161,63,1,"1 168"
120,1998,8,168,2,2,131.592,0.1302,70,43,1,"1 168"
120,1999,8,168,2,2,93.9083,0.0594,91,39,1,"1 168"
120,2000,8,168,2,2,156.238,0.0696,52,28,1,"1 168"
120,2001,8,168,2,2,108.996,0.08795,NA,NA,1,"1 168"
120,2002,8,168,2,2,186.325,0.0951,32,19,1,"1 168"
120,2003,8,168,2,2,138.254,NA,24,14,1,"1 168"
120,2004,8,168,2,2,140.729,NA,25,13,1,"1 168"
120,2005,8,168,2,2,85.21,NA,20,12,1,"1 168"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,169,16,17,95.434,0.1585,149,56,1,"1 169"
120,1997,8,169,16,17,227.592,0.1731,192,84,1,"1 169"
120,1998,8,169,16,17,274.95,0.3096,81,43,1,"1 169"
120,1999,8,169,16,17,239.15,0.0821,100,36,1,"1 169"
120,2000,8,169,16,17,317.846,0.0537,85,36,1,"1 169"
120,2001,8,169,16,17,366.096,0.13645,NA,NA,1,"1 169"
120,2002,8,169,16,17,361.628,0.1011,54,30,1,"1 169"
120,2003,8,169,16,17,497.73,NA,30,15,1,"1 169"
120,2004,8,169,16,17,472.983,NA,44,23,1,"1 169"
120,2005,8,169,16,17,391.165,NA,46,23,1,"1 169"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,170,8,10,128.4,0.3662,214,46,1,"1 170"
120,1997,8,170,8,10,139.566,0.2019,238,88,1,"1 170"
120,1998,8,170,8,10,229.492,0.2538,284,89,1,"1 170"
120,1999,8,170,8,10,151.75,0.418,286,62,1,"1 170"
120,2000,8,170,8,10,201.396,0.2665,208,67,1,"1 170"
120,2001,8,170,8,10,185.046,0.1457,NA,NA,1,"1 170"
120,2002,8,170,8,10,208.517,0.1846,78,27,1,"1 170"
120,2003,8,170,8,10,201.732,NA,85,29,1,"1 170"
120,2004,8,170,8,10,226.404,NA,38,22,1,"1 170"
120,2005,8,170,8,10,221.993,NA,51,24,1,"1 170"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,171,2,2,119.433,0.3105,157,44,1,"1 171"
120,1997,8,171,2,2,323.175,0.2814,228,88,1,"1 171"
120,1998,8,171,2,2,315.192,0.1115,236,59,1,"1 171"
120,1999,8,171,2,2,192.283,0.6699,113,47,1,"1 171"
120,2000,8,171,2,2,249.054,0.2561,127,47,1,"1 171"
120,2001,8,171,2,2,208.973,0.33325,NA,NA,1,"1 171"
120,2002,8,171,2,2,213.088,0.262,43,22,1,"1 171"
120,2003,8,171,2,2,180.814,NA,33,16,1,"1 171"
120,2004,8,171,2,2,461.425,NA,46,25,1,"1 171"
120,2005,8,171,2,2,124.436,NA,11,8,1,"1 171"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,174,16,17,302.591,0.1794,124,42,1,"1 174"
120,1997,8,174,16,17,349.85,0.2096,132,65,1,"1 174"
120,1998,8,174,16,17,379.492,0.0203,208,75,1,"1 174"
120,1999,8,174,16,17,332.658,0.2055,161,63,1,"1 174"
120,2000,8,174,16,17,389.442,0.1601,140,45,1,"1 174"
120,2001,8,174,16,17,359.38,0.1553,NA,NA,1,"1 174"
120,2002,8,174,16,17,470.983,1.1352,66,37,1,"1 174"
120,2003,8,174,16,17,407.779,NA,46,31,1,"1 174"
120,2004,8,174,16,17,332.553,NA,38,21,1,"1 174"
120,2005,8,174,16,17,418.408,NA,41,24,1,"1 174"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,175,2,2,612.717,0.2231,129,49,1,"1 175"
120,1997,8,175,2,2,408.325,0.121,131,58,1,"1 175"
120,1998,8,175,2,2,369.292,0.2002,132,62,1,"1 175"
120,1999,8,175,2,2,390.758,0.1525,105,55,1,"1 175"
120,2000,8,175,2,2,382.746,0.3282,87,35,1,"1 175"
120,2001,8,175,2,2,351.046,0.33965,NA,NA,1,"1 175"
120,2002,8,175,2,2,400.471,0.3272,46,22,1,"1 175"
120,2003,8,175,2,2,339.402,NA,31,17,1,"1 175"
120,2004,8,175,2,2,397.013,NA,35,19,1,"1 175"
120,2005,8,175,2,2,231.656,NA,20,8,1,"1 175"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,176,4,4,169.908,0.2127,146,32,1,"1 176"
120,1997,8,176,4,4,207.375,0.3676,163,59,1,"1 176"
120,1998,8,176,4,4,231.117,0.0149,64,32,1,"1 176"
120,1999,8,176,4,4,194.742,0.1837,81,48,1,"1 176"
120,2000,8,176,4,4,201.525,0.2181,109,49,1,"1 176"
120,2001,8,176,4,4,211.97,0.16065,NA,NA,1,"1 176"
120,2002,8,176,4,4,195.157,0.1589,38,15,1,"1 176"
120,2003,8,176,4,4,135.344,NA,36,18,1,"1 176"
120,2004,8,176,4,4,204.024,NA,17,12,1,"1 176"
120,2005,8,176,4,4,211.004,NA,35,21,1,"1 176"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,177,8,9,197.1,0.145,104,37,1,"1 177"
120,1997,8,177,8,9,188.033,0.1319,163,66,1,"1 177"
120,1998,8,177,8,9,353.617,0.0869,63,36,1,"1 177"
120,1999,8,177,8,9,257.233,0.0855,136,53,1,"1 177"
120,2000,8,177,8,9,249.329,0.2576,159,37,1,"1 177"
120,2001,8,177,8,9,227.317,0.06905,NA,NA,1,"1 177"
120,2002,8,177,8,9,347.343,0.0673,64,28,1,"1 177"
120,2003,8,177,8,9,198.808,NA,41,19,1,"1 177"
120,2004,8,177,8,9,156.932,NA,41,19,1,"1 177"
120,2005,8,177,8,9,222.247,NA,55,28,1,"1 177"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,178,8,9,452.433,0.1584,156,44,1,"1 178"
120,1997,8,178,8,9,547.141,0.0524,287,107,1,"1 178"
120,1998,8,178,8,9,573.725,0.1163,387,61,1,"1 178"
120,1999,8,178,8,9,243.092,0.0483,200,57,1,"1 178"
120,2000,8,178,8,9,351.108,0.0989,229,66,1,"1 178"
120,2001,8,178,8,9,279.543,0.54105,NA,NA,1,"1 178"
120,2002,8,178,8,9,300.541,0.0217,43,20,1,"1 178"
120,2003,8,178,8,9,314.599,NA,91,20,1,"1 178"
120,2004,8,178,8,9,273.012,NA,39,21,1,"1 178"
120,2005,8,178,8,9,296.669,NA,54,22,1,"1 178"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,185,1,1,22.433,0.2803,190,27,1,"1 185"
120,1997,8,185,1,1,83.4167,0.5313,180,60,1,"1 185"
120,1998,8,185,1,1,96.8333,0.7199,75,38,1,"1 185"
120,1999,8,185,1,1,108.592,0.5584,324,64,1,"1 185"
120,2000,8,185,1,1,168.975,0.6753,170,49,1,"1 185"
120,2001,8,185,1,1,175.52,0.2389,NA,NA,1,"1 185"
120,2002,8,185,1,1,190.831,0.1034,57,23,1,"1 185"
120,2003,8,185,1,1,128.457,NA,84,17,1,"1 185"
120,2004,8,185,1,1,97.1213,NA,46,21,1,"1 185"
120,2005,8,185,1,1,63.396,NA,60,23,1,"1 185"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,186,16,17,280.567,0.0867,194,39,1,"1 186"
120,1997,8,186,16,17,245.117,0.1755,155,77,1,"1 186"
120,1998,8,186,16,17,258.192,0.0233,84,41,1,"1 186"
120,1999,8,186,16,17,272.392,0,102,38,1,"1 186"
120,2000,8,186,16,17,341.871,0.0286,198,50,1,"1 186"
120,2001,8,186,16,17,397.899,0.0781,NA,NA,1,"1 186"
120,2002,8,186,16,17,529.467,0.0788,75,40,1,"1 186"
120,2003,8,186,16,17,427.808,NA,41,20,1,"1 186"
120,2004,8,186,16,17,418.089,NA,54,24,1,"1 186"
120,2005,8,186,16,17,410.199,NA,68,17,1,"1 186"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,189,2,2,141.883,0.1836,76,27,1,"1 189"
120,1997,8,189,2,2,156.975,0.0525,118,57,1,"1 189"
120,1998,8,189,2,2,167.258,0.2239,192,27,1,"1 189"
120,1999,8,189,2,2,191.417,0.2828,71,35,1,"1 189"
120,2000,8,189,2,2,151.934,0.0987,61,28,1,"1 189"
120,2001,8,189,2,2,94.9333,0.18165,NA,NA,1,"1 189"
120,2002,8,189,2,2,114.423,0.0525,45,20,1,"1 189"
120,2003,8,189,2,2,102.685,NA,40,20,1,"1 189"
120,2004,8,189,2,2,89.8582,NA,20,12,1,"1 189"
120,2005,8,189,2,2,45.334,NA,23,11,1,"1 189"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,190,4,4,408.592,0.4373,222,45,1,"1 190"
120,1997,8,190,4,4,134.692,0.9975,235,81,1,"1 190"
120,1998,8,190,4,4,292.617,0.8676,170,54,1,"1 190"
120,1999,8,190,4,4,154.133,1.2834,251,77,1,"1 190"
120,2000,8,190,4,4,250.41,0.3345,115,41,1,"1 190"
120,2001,8,190,4,4,241.799,0.27785,NA,NA,1,"1 190"
120,2002,8,190,4,4,273.379,0.147,60,22,1,"1 190"
120,2003,8,190,4,4,198.908,NA,31,18,1,"1 190"
120,2004,8,190,4,4,199.788,NA,53,21,1,"1 190"
120,2005,8,190,4,4,120.922,NA,25,12,1,"1 190"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,193,2,2,247.692,0.2086,95,36,1,"1 193"
120,1997,8,193,2,2,445.692,0.2914,198,78,1,"1 193"
120,1998,8,193,2,2,345,0.1067,72,35,1,"1 193"
120,1999,8,193,2,2,221.583,0.1291,121,43,1,"1 193"
120,2000,8,193,2,2,347.267,NA,140,43,1,"1 193"
120,2001,8,193,2,2,348.826,0.24135,NA,NA,1,"1 193"
120,2002,8,193,2,2,551.724,0.2446,71,27,1,"1 193"
120,2003,8,193,2,2,424.291,NA,36,18,1,"1 193"
120,2004,8,193,2,2,491.65,NA,36,19,1,"1 193"
120,2005,8,193,2,2,478.133,NA,41,18,1,"1 193"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,197,2,2,70.125,0.0962,188,42,1,"1 197"
120,1997,8,197,2,2,83.825,0.1867,217,75,1,"1 197"
120,1998,8,197,2,2,219,0.1135,107,49,1,"1 197"
120,1999,8,197,2,2,146.425,0.2421,134,65,1,"1 197"
120,2000,8,197,2,2,186.292,NA,69,34,1,"1 197"
120,2001,8,197,2,2,156.367,0.23895,NA,NA,1,"1 197"
120,2002,8,197,2,2,192.047,0.0092,64,23,1,"1 197"
120,2003,8,197,2,2,131.652,NA,60,20,1,"1 197"
120,2004,8,197,2,2,131.497,NA,22,11,1,"1 197"
120,2005,8,197,1,2,188.168,NA,20,15,1,"1 197"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,199,4,4,618.983,0.0902,103,33,1,"1 199"
120,1997,8,199,4,4,346.475,0.1568,203,79,1,"1 199"
120,1998,8,199,4,4,420.675,0.0501,207,47,1,"1 199"
120,1999,8,199,4,4,334.6,0.0363,181,49,1,"1 199"
120,2000,8,199,4,4,398.612,0.0517,142,49,1,"1 199"
120,2001,8,199,4,4,347.893,0.20355,NA,NA,1,"1 199"
120,2002,8,199,4,4,445.741,0.0542,19,11,1,"1 199"
120,2003,8,199,4,4,302.617,NA,26,15,1,"1 199"
120,2004,8,199,4,4,450.198,NA,16,12,1,"1 199"
120,2005,8,199,4,4,359.045,NA,16,12,1,"1 199"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,201,4,4,339.55,0.2127,146,46,1,"1 201"
120,1997,8,201,4,4,441.116,0.1388,180,80,1,"1 201"
120,1998,8,201,4,4,433.442,0.0458,80,48,1,"1 201"
120,1999,8,201,4,4,459.983,0.1303,132,57,1,"1 201"
120,2000,8,201,4,4,616.162,0.1029,95,36,1,"1 201"
120,2001,8,201,4,4,588.571,0.27495,NA,NA,1,"1 201"
120,2002,8,201,4,4,557.188,0.2271,38,27,1,"1 201"
120,2003,8,201,4,4,836.501,NA,35,21,1,"1 201"
120,2004,8,201,4,4,235.692,NA,13,11,1,"1 201"
120,2005,8,201,4,4,395.767,NA,51,22,1,"1 201"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,202,16,17,622.617,0.2091,150,46,1,"1 202"
120,1997,8,202,16,17,490.342,0.063,216,87,1,"1 202"
120,1998,8,202,16,17,571.058,0.0899,94,59,1,"1 202"
120,1999,8,202,16,17,461.267,0.1605,186,52,1,"1 202"
120,2000,8,202,16,17,555.842,NA,164,49,1,"1 202"
120,2001,8,202,16,17,511.5,0.11005,NA,NA,1,"1 202"
120,2002,8,202,16,17,600.179,0,69,34,1,"1 202"
120,2003,8,202,16,17,582.373,NA,77,32,1,"1 202"
120,2004,8,202,16,17,453.084,NA,35,20,1,"1 202"
120,2005,8,202,16,17,487.915,NA,76,22,1,"1 202"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,205,1,1,29.559,0.2043,31,16,1,"1 205"
120,1997,8,205,1,1,167.5,0.6477,146,55,1,"1 205"
120,1998,8,205,1,1,170.267,0.3259,175,52,1,"1 205"
120,1999,8,205,1,1,260.717,0.5618,511,67,1,"1 205"
120,2000,8,205,1,1,244.6,0.1736,146,39,1,"1 205"
120,2001,8,205,1,1,194.741,0.3707,NA,NA,1,"1 205"
120,2002,8,205,1,1,114.212,0.3491,68,27,1,"1 205"
120,2003,8,205,1,1,158.746,NA,56,22,1,"1 205"
120,2004,8,205,1,1,129.346,NA,16,10,1,"1 205"
120,2005,8,205,1,1,116.396,NA,78,26,1,"1 205"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,206,8,9,248.808,0.1773,129,40,1,"1 206"
120,1997,8,206,8,9,303.3,0.1904,191,81,1,"1 206"
120,1998,8,206,8,9,338.15,0.0384,101,50,1,"1 206"
120,1999,8,206,8,9,294.5,0.01,168,51,1,"1 206"
120,2000,8,206,8,9,311.75,0.231,119,47,1,"1 206"
120,2001,8,206,8,9,387.178,0.13545,NA,NA,1,"1 206"
120,2002,8,206,8,9,513.141,0.1547,74,30,1,"1 206"
120,2003,8,206,8,9,480.746,NA,39,19,1,"1 206"
120,2004,8,206,8,9,387.713,NA,30,17,1,"1 206"
120,2005,8,206,8,9,401.555,NA,36,24,1,"1 206"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,208,8,8,249.725,0.2431,116,38,1,"1 208"
120,1997,8,208,8,8,617.867,0.409,266,98,1,"1 208"
120,1998,8,208,8,8,454.017,0.072,206,52,1,"1 208"
120,1999,8,208,8,8,430.892,0.1876,197,49,1,"1 208"
120,2000,8,208,8,8,384.596,0.1854,261,68,1,"1 208"
120,2001,8,208,8,8,289.593,0.37795,NA,NA,1,"1 208"
120,2002,8,208,8,8,586.309,0.5337,35,21,1,"1 208"
120,2003,8,208,8,8,528.408,NA,25,17,1,"1 208"
120,2004,8,208,8,8,461.171,NA,30,21,1,"1 208"
120,2005,8,208,8,8,405.252,NA,30,18,1,"1 208"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,210,8,8,238.483,0.1769,213,50,1,"1 210"
120,1997,8,210,8,8,244.95,0.078,255,91,1,"1 210"
120,1998,8,210,8,8,322.625,0.0775,165,50,1,"1 210"
120,1999,8,210,8,8,253.783,0.1598,192,51,1,"1 210"
120,2000,8,210,8,8,397.817,0.1288,245,67,1,"1 210"
120,2001,8,210,8,8,311.654,0.25435,NA,NA,1,"1 210"
120,2002,8,210,8,8,511.119,0.1291,55,29,1,"1 210"
120,2003,8,210,8,8,372.137,NA,12,9,1,"1 210"
120,2004,8,210,8,8,353.038,NA,58,21,1,"1 210"
120,2005,8,210,8,8,245.154,NA,33,20,1,"1 210"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,211,2,4,65.933,0.2474,367,34,1,"1 211"
120,1997,8,211,2,4,93.95,0.5659,226,69,1,"1 211"
120,1998,8,211,2,4,612.108,0.35,175,56,1,"1 211"
120,1999,8,211,2,4,262.15,0.024,231,74,1,"1 211"
120,2000,8,211,2,4,304.791,0.166,245,70,1,"1 211"
120,2001,8,211,2,4,225.97,0.1483,NA,NA,1,"1 211"
120,2002,8,211,2,4,297.654,0.1296,136,28,1,"1 211"
120,2003,8,211,2,4,267.929,NA,67,19,1,"1 211"
120,2004,8,211,2,4,243.95,NA,25,15,1,"1 211"
120,2005,8,211,2,4,216.303,NA,70,25,1,"1 211"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,213,8,9,105.992,0.1232,131,39,1,"1 213"
120,1997,8,213,8,9,159.925,0.1096,207,77,1,"1 213"
120,1998,8,213,8,9,178.95,0.1636,74,42,1,"1 213"
120,1999,8,213,8,9,185.357,0.0083,133,53,1,"1 213"
120,2000,8,213,8,9,204,NA,134,53,1,"1 213"
120,2001,8,213,8,9,212.729,0.1293,NA,NA,1,"1 213"
120,2002,8,213,8,9,276.947,0.1112,51,22,1,"1 213"
120,2003,8,213,8,9,277.917,NA,31,19,1,"1 213"
120,2004,8,213,8,9,174.963,NA,34,17,1,"1 213"
120,2005,8,213,8,9,222.439,NA,33,19,1,"1 213"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,220,16,17,143.3,0.1248,93,38,1,"1 220"
120,1997,8,220,16,17,151.358,0.1179,112,59,1,"1 220"
120,1998,8,220,16,17,151.025,0.027,70,36,1,"1 220"
120,1999,8,220,16,17,248.95,0.0539,127,41,1,"1 220"
120,2000,8,220,16,17,250.792,0.04335,166,48,1,"1 220"
120,2001,8,220,16,17,224.563,0.12505,NA,NA,1,"1 220"
120,2002,8,220,16,17,372.862,0.1518,49,23,1,"1 220"
120,2003,8,220,16,17,375.508,NA,25,17,1,"1 220"
